transaction_amount_usd,usd_eth,historic_usd_val,transaction_count_total,transaction_count_sent,eth_fee_spent,token_transfers,outbound_transfers,inbound_transfers,unique_address_recv,unique_address_sent,token_contracts_count,unique_outgoing_address,ether_sent_out,ether_recv_in
60670680.08974332,219.2,82980976.09,14520,7571,11.250930347999999,5662,3300,2362,1622,2496,350,4290,143545.54235822,133236.75732126596
62472985.48891437,214.21,380470519.86,13892,6800,9.743117495287398,4417,2574,1843,1288,2170,327,4219,141891.38059501,149752.26577497442
51465067.07104069,229.09,86123421.65,12351,6312,8.873507777999999,4122,2307,1815,1325,1995,337,4106,117559.02663282,107090.96712963446
57082183.93727787,221.56,396501005.39,15503,7526,11.412784779276446,5890,3385,2505,1866,2865,352,4270,116861.41583617001,140776.17189301338
53079061.38605687,231.32,93395852.85,12445,6013,8.927177415000001,4661,2621,2040,1556,2291,336,3526,112768.45520145001,116693.16241076194
35906139.18664274,232.6,420923512.35,12620,6337,9.26083805460297,4849,2649,2200,1741,2410,377,3852,69106.40739455,85262.20475782637
67023043.58598793,230.89,419221940.75,13921,6819,9.630817998000001,4687,2523,2164,1682,2317,348,4443,142119.4054082,148161.8695971616
49906845.12246422,225.41,93719238.32,13794,7327,10.46628103,5271,2911,2360,1752,2503,348,4531,115306.01336222001,106098.73852307441
38057951.16434741,219.97,91034483.46000001,12512,6515,9.31332399,4185,2509,1676,1371,2163,346,4164,87463.86810206,85550.41186496915
59882936.890774526,221.76,94033052.89,12147,6371,9.337985445000001,4840,2717,2123,1627,2285,340,3807,129922.18470561999,140112.70387110498
37031797.23866585,227.9,413810842.2099999,13541,7326,11.114077220376377,6047,3317,2730,1948,2721,339,4014,80721.48303161,81769.94846758197
43126686.78461346,224.62,89657919.27,10548,5327,7.73761986,3923,2073,1850,1352,1918,332,3394,108952.49897125001,83045.92852680654
37614229.214835286,225.65,87523906.94999999,9741,4806,6.7914316050000005,3493,1737,1756,1348,1589,319,3231,88982.5751429,77710.2199594057
39261717.717615,229.33,89878369.63000001,12482,6165,8.792738595,6579,2337,4242,3749,2153,337,3978,83575.23477581001,87626.60413586748
54263091.9554227,227.49,412427208.66999996,13879,7319,11.1124878,6450,3491,2959,2453,2881,347,4018,104090.79571358001,134438.77462103995
42688224.41363137,225.26,97638125.58999999,14006,7751,11.731880435999999,6532,3586,2946,2046,2983,340,4285,89153.38487512001,100353.07172450432
135485436.14384174,189.83,348797003.34000003,19542,10775,16.852586785,8885,5534,3351,2310,4481,370,5165,350209.88536950207,363509.94892350613
63562689.1633494,195.97,367968010.2699999,15797,8304,13.155174369431041,19755,4272,15483,14732,3798,356,4135,142039.21940129,182309.86037290705
31719184.01759298,199.45,77712465.26,11195,5990,9.24652932,5195,2863,2332,1863,2553,330,3313,79559.20017699,79474.06138025735
36912293.45067558,194.99,364466995.76,11797,6627,9.955043374611462,5994,3023,2971,2201,2700,333,3761,98856.34057205002,90447.17986836014
127490145.57852413,210.8,391918861.61,18726,10732,15.945483011999999,10411,4758,5653,4643,3968,352,5885,307370.03958675,297421.9223607079
58556835.71714354,210.22,83850143.67999999,14218,7786,11.671219692,5783,3416,2367,1735,2987,342,4443,125462.51402381001,153087.7462613367
67644832.17129527,207.6,393738521.39,15624,8922,12.199892485535216,9248,4426,4822,3982,3846,336,4543,158010.07351236,167832.0853089082
51199565.10222765,202.49,384373022.93,13563,7457,7.519856165586214,5779,3179,2600,1966,2753,331,4384,125615.60170900999,127234.24323260512
32045294.153360803,202.86,83686432.15,12054,6532,6.64042853,5422,3000,2422,1634,2622,324,3575,77856.50065659,80111.03435948414
58734897.3035912,205.08,387425765.41,11218,6153,6.14373442,5129,2777,2352,1703,2342,326,3455,148862.46173652244,137537.46660164412
431289108.7420106,204.77,383969597.76,10960,6116,6.11483689532093,5400,2718,2682,2176,2359,328,3544,1060112.34533951,1046100.0331437181
47609313.55023948,203.6,273870224.54999995,13778,7583,7.562195237000001,6419,3370,3049,2305,2917,345,4346,107023.84134883,126813.65153053876
59205072.069837615,203.7,70881483.08000001,13894,7512,7.35529551,6471,3207,3264,2335,2703,341,4389,149458.64832887,141189.7172569798
37348652.51422158,202.92,68272896.41999999,13237,7104,6.9000708379999995,5638,2919,2719,1895,2452,321,4314,97785.57588759999,86270.46843637785
45840836.92218913,201.23,69124569.97999999,12843,6971,6.8261947,5125,2918,2207,1663,2527,334,4219,110367.03558494999,117436.15937697982
43989496.234939694,203.37,179393159.14000002,12748,6899,6.895507418437948,5177,3097,2080,1579,2808,333,3962,113741.13657280001,102561.64276997272
22701618.796185378,202.79,65254211.089999996,10662,6064,6.21626008,4724,2983,1741,1390,2483,325,3284,61240.95285121,50705.488275992415
26083758.10184832,203.72,62297494.59,10011,5669,5.6068959,4816,2405,2411,1630,2109,321,3434,72007.14168608999,56030.15510287681
48673445.53351433,195.67,60108070.04000001,15085,8126,7.998261053999999,6534,3495,3039,2198,2820,343,4735,123678.80435118,125073.91979413778
55674304.439972,196.19,64225852.39999999,13011,7054,6.9465214699999995,9353,2971,6382,5779,2575,340,4189,131795.83915855,151981.64409733465
25795732.829224817,197.85,63011559.29000001,13410,7216,7.214871402,9899,3179,6720,5959,2703,341,4212,69630.72685347001,60749.52500007974
59413564.039638355,198.73,61115745.93000001,13280,7032,7.31361399,5652,3100,2552,1927,2758,341,4115,154952.27684936,144013.97907394476
44571196.52976079,201.02,60708329.47999999,13191,6841,7.021688631999999,5341,3143,2198,1781,2775,337,3852,113626.29446679,108098.88974254635
26547471.50279678,199.47,58783257.980000004,11102,6111,6.355739820000001,4640,2952,1688,1353,2595,330,3292,70191.7933031,62898.25283314497
63677221.55300965,211.3,58108893.43,12593,6599,6.938350499999999,5016,3240,1776,1477,2783,332,3469,160521.50582145,140837.80110240067
54124045.928243764,209.7,61946073.41,13626,7319,7.39660695,8583,3295,5288,4821,2872,332,4149,118849.08040727001,139253.18915993915
42111483.38958822,219.56,66079553.55999999,15019,7496,7.529651511000001,11746,3372,8374,7839,2948,348,4254,93117.99081165,98681.44164229525
67275183.06419602,217.99,64552989.24,13695,7054,6.989229610000001,5537,3063,2474,1861,2657,335,4131,156719.97162198,151895.94224652782
51708961.95645558,211.29,62724497.66,14229,8029,8.429451908,6515,4003,2512,1925,3556,315,4135,119717.44570464,125012.36619585496
34860503.52226612,209.39,62818421.809999995,13018,7241,7.51623729,5604,3516,2088,1620,3054,333,3889,83943.19892838,82542.80098692694
37791983.12269021,211.9,63237726.81,10464,5555,5.597155440000001,4215,2437,1778,1400,2181,320,3278,89958.72843163999,88389.46941022035
42131448.05462132,211.7,58061614.31,10024,5612,5.639656540000001,4068,2427,1641,1261,2193,310,3299,111588.755544,87426.1148132098
60434977.825507715,210.81,196901889.32000002,14572,6253,6.050167749500001,6773,2452,4321,3955,2234,325,3949,88345.27306494002,198334.57051699495
43660119.49702341,206.42,77000816.66,12557,7032,6.9856884,5724,3013,2711,2366,2678,343,4136,111360.59152336,100150.4999262254
72589435.4879504,182.72,69873950.19000001,17154,8279,8.778611139999999,6359,4262,2097,1709,3520,338,4132,193943.40185390998,203328.0270424911
70446455.2730183,181.53,163733902.88,18450,9015,9.527570579999999,8303,4672,3631,3088,3894,339,4362,209137.41776497,178933.17813112595
53885224.32722497,174.84,61327057.919999994,13738,6595,6.682354078,5004,3041,1963,1525,2755,344,3657,154812.91952528,153384.42849133504
28315308.15043922,174.22,61805097.57,10892,5480,5.6590323699999985,4293,2600,1693,1414,2346,329,3027,79262.03539,83264.12779700046
42482982.61443309,177.53,70910718.58000001,10071,4930,4.7982521700000005,3579,2043,1536,1226,1859,316,3034,97309.58922842,141990.71277368153
89486562.89116813,148.22,139697213.52999997,19695,10139,10.547585008,9546,4943,4603,3777,3972,361,5073,305217.76324423,298523.72165098076
132041059.5232192,130.74,264538149.03,24217,11721,12.473064638238226,10862,6084,4778,3730,4728,364,5474,458969.69196824427,550981.8111923736
73124945.37598327,136.5,146992985.37999997,15652,7751,7.90237115152044,6260,3680,2580,1914,3137,349,4085,246666.61194309752,289047.27359524136
39978041.75212196,124.83,45380826.96,12024,6560,6.682658952,5554,2956,2598,2215,2579,328,3660,157129.40894287,163130.47852105662
51969316.61518667,123.37,49439063.129999995,13600,6955,7.136925864000001,5300,3209,2091,1600,2766,329,3769,192023.83132955,229223.7703174198
52938626.31245727,112.75,129425524.34,11856,6167,6.435559470000001,6184,3106,3078,2739,2662,334,3180,220838.10762927754,248684.07696014398
56920934.55334226,116.75,43537682.11,17244,8220,8.735004870000001,6783,4158,2625,1925,3572,347,4015,245026.3979019,242519.08007105303
61959584.237939976,108.87,38592280.93,15056,7475,7.818810189999999,9404,3778,5626,4890,3144,348,3645,293770.431356,275344.88266935106
37154747.07159716,110.19,124509285.27999999,13818,7017,7.313140132,5862,3509,2353,1635,2843,344,3544,167091.56014095998,170096.45212510013
84813353.3432199,122.88,140031833.17,18145,9626,10.438935182404492,9827,5277,4550,3175,4178,441,4382,340283.49834805034,349929.3381039346
244202297.38652,117.48,131789195.34,18060,10979,12.480621448555654,10351,6744,3607,2429,5423,537,4315,1048221.9553912128,1030449.2855563526
38511342.27987009,112.87,124956036.77999999,15709,9156,14.696200334609332,10829,5493,5336,4475,4530,384,3748,177951.82174202,163249.04899307428
30515430.522344127,118.5,131151070.95,12014,6602,12.009242566000001,7310,3573,3737,3044,3030,361,3189,128910.67309219,128603.5085309672
23540606.75834649,115.96,128757091.61,9821,5405,9.653497167000001,4514,2792,1722,1250,2456,355,2839,99699.44833431,103306.81898499401
37742304.390352026,108.23,120121659.55,12807,6962,12.231302917999999,5811,3514,2297,1617,2937,355,3536,174597.37027741,174125.76000395397
35113577.19167111,109.82,123858005.80000001,12473,6708,11.805436386,6424,3390,3034,2370,2901,367,3462,150886.15044491002,168851.39455300578
37976545.91128295,101.57,117799402.15,13487,7173,12.522580473000001,6262,3633,2629,1894,3072,354,3659,170962.39805821003,202932.90479974952
49552019.26856476,90.43,105974367.68,16506,9104,16.357466196,9025,5059,3966,2921,3904,367,4012,267919.67684008967,280040.2841083208
72240389.11956505,93.61,116448959.41000001,19586,9256,15.985053412000001,8130,4610,3520,2451,3866,382,4469,349807.3054193614,421909.27528318163
34413779.50839773,91.44,114970723.71000001,11714,5676,9.991046838,5240,2842,2398,1750,2515,345,2975,181492.09275590003,194861.5764085545
34988786.25891602,94.42,117879193.22,10244,5067,8.67677661,4166,2380,1786,1283,2101,335,2781,189718.04783239,180847.36478057355
37084561.707376406,90.7,201229882.04,11214,6002,10.545228892,4978,2862,2116,1582,2465,356,3242,213788.18925482998,195082.39186288114
18850634.17167786,88.05,21312272.289999995,11290,5917,10.098067,6664,2703,3961,3397,2393,358,3309,102994.19637399,111095.91346902946
23003055.795649998,90.52,112620580.89,11409,6172,10.251234069000002,4539,2698,1841,1318,2383,370,3632,123897.48116519,130223.77154857489
32350315.725307006,86.39,108626193.83,11647,6170,11.015570392999999,4866,3134,1732,1295,2664,344,3164,180605.6057291,193862.68603275905
39815542.14270674,83.9,103917635.4,12689,6395,11.114398157999998,5118,3232,1886,1438,2740,358,3264,246678.29273215216,227881.20837281487
27030805.71078087,84.27,104100378.42,10569,5214,9.010142132,4465,2618,1847,1334,2321,356,2761,162010.33024277,158753.94780138414
23228208.491970815,85.39,16037659.639999999,9494,4824,8.469380899999999,4118,2429,1689,1250,2100,329,2592,143153.59635017,128871.33036221805
32035427.423100553,95.44,120344670.7,12574,6105,10.388501138000002,5198,2834,2364,1606,2511,367,3378,147868.62898860002,187791.7589315651
57288678.631040104,102.44,25843267.509999998,12859,6287,9.007784838000001,5282,2845,2437,1686,2444,341,3523,267344.40065744997,291896.89796652604
69834957.7199455,100.63,127633692.72999999,17476,8794,12.038873562000003,7445,4171,3274,2126,3429,372,4557,355554.23071055,338423.288120271
62420873.39722506,116.43,146757464.47,16899,8359,11.38880052,6993,3909,3084,2065,3233,358,4407,271988.10773696,264135.51501684106
62309143.23366218,109.44,23709869.0,15014,7424,10.572622392,8422,3916,4506,3528,3230,362,3521,289978.81883223995,279366.4227034159
47111427.169243395,118.36,156281704.54,12516,5790,8.290381519999999,6166,3130,3036,2398,2549,350,2826,163744.48351484307,234290.5550897818
67896410.02182001,131.56,175743207.51000002,14635,7220,9.9516136,6081,3412,2669,1967,2879,344,3620,250314.62531413,265772.4073844106
113055034.55002117,140.87,191389625.45,17946,8892,11.958300286,7301,3969,3332,2382,3303,347,4623,389875.8050360413,412672.88915023796
59222455.38679847,130.99,171243217.62,10801,6401,8.941361231,5153,3193,1960,1266,2637,354,3227,251715.65939193004,200398.6652649023
47999473.020257235,132.61,26541538.84,11321,5742,7.8321944000000006,5051,2643,2408,1778,2228,339,3140,182565.83211183004,179393.84679818602
53739937.34879035,116.72,16664068.720000003,11441,6177,8.368601666,4827,2765,2062,1577,2387,352,3502,258895.59488426003,201521.96293608224
63118082.43928555,139.73,173486107.39,13027,6563,9.324913211,6112,3238,2874,2005,2770,349,3376,228433.35244001003,223281.25744537998
57072605.03793023,137.3,171028757.77999997,11431,6080,8.586654129,5235,3061,2174,1572,2639,344,3142,205794.42469769,209883.68919837865
35367402.225519456,141.33,18387723.689999998,10133,5561,7.731560765156657,4468,2670,1798,1422,2377,328,2985,130909.47507742001,119337.48045586701
27301322.791736934,133.49,164790964.26,11172,6436,8.887598924999999,5449,3113,2336,1869,2679,341,3437,102053.32571024,102466.2846855719
40765593.40909705,142.66,15770739.179999998,8838,4824,6.730452080000001,4150,2416,1734,1334,2171,343,2592,152853.99817689997,132899.4955080646
71235834.45862433,156.57,32107068.95,13663,7024,9.60343352,8071,3279,4792,4256,3012,361,3840,180225.20279269,274752.3437272329
69276284.18418409,149.44,33927973.35,13093,6883,9.463108120000001,5307,3262,2045,1541,2785,344,3702,220797.14352197,242775.42195035395
66055726.0228367,156.04,215946192.85000002,13441,6624,8.915654323,5234,2990,2244,1713,2646,341,3717,185206.08271284003,238119.51343453696
69514201.78210041,156.23,218596601.63,12166,5677,7.46006088,4222,2351,1871,1471,2096,325,3387,214827.19684106467,230120.6478885034
57221515.568672545,158.61,40847497.68,12139,5876,7.70869276,4622,2422,2200,1529,2148,334,3473,182998.36662893003,177770.28332171962
52732169.40782075,152.09,40569571.91,13047,6590,8.632133665,5107,2752,2355,1787,2358,338,3879,168749.77753897998,177967.09673165414
68002307.98190661,151.1,215523771.03,13689,6460,8.4939118,5081,2739,2342,1830,2441,327,3788,213422.49567785356,236625.86952338152
40581419.843591236,151.17,39391439.17000001,13804,6304,8.462369400000002,5109,2767,2342,1858,2482,333,3685,130584.50867018,137864.3888861555
73791639.82644062,127.96,185199007.15,17961,8909,12.333118451999999,6902,4036,2866,1992,3225,342,4785,281491.03542790096,295186.36240298866
51737037.016029306,127.16,186013887.53,13527,6409,8.469242142999999,4659,2732,1927,1474,2357,337,3719,195671.68950062,211193.96806488256
35340373.55851369,125.83,29480980.45,10090,5133,6.99724552,3934,2441,1493,1146,2053,318,2822,150873.56098945,129984.52975610904
30386528.744585328,116.56,26204014.74,11570,5882,8.0440774,4545,2801,1744,1348,2321,332,3258,132841.19433795998,127853.11541311524
37068096.50765984,129.74,179851348.67,8103,5942,7.833901835999999,3165,2470,695,580,2208,319,3641,168201.91842439,117508.70673099637
51038906.44414187,121.22,176668472.26,17399,7835,11.475486968,7997,4186,3811,2923,3527,357,3738,172680.99300251,248362.61732698898
36703151.42281777,123.12,181521717.14000002,13479,8091,12.209761975000001,7927,4580,3347,2107,3451,352,3603,142829.46683912,155279.30040273967
41669891.9154788,123.72,180903614.60999998,13337,7801,12.178837152000002,9767,4496,5271,4238,3378,370,3417,174473.09152233,162334.95823097427
27467597.302357808,120.57,174858324.1,12031,7013,10.877339812999997,6916,4056,2860,1948,3246,351,3105,119868.66024643001,107945.8649452247
28936061.46070797,124.85,30780494.62,11034,6209,9.0548998,6580,3273,3307,2254,2638,359,3049,113918.33630066001,117848.2753189473
29144698.63527701,118.41,171882616.45,11459,6721,10.162134786000001,7717,5083,2634,1840,4222,374,3029,124359.87140660001,121773.88955342877
33208481.32552874,116.72,171189012.22,10810,6031,8.601428853000002,5214,3007,2207,1546,2647,365,3155,134715.1161287,149798.9459474544
17891303.968957707,119.12,173746579.36000004,11832,6866,10.014792065000002,6347,3679,2668,1882,2955,368,3281,79691.74804689999,70503.88634663347
35422222.00065894,117.57,30278939.61,11235,6279,9.036248081,6063,3336,2727,1791,2675,360,3135,146781.39465407,154504.83483184426
54011155.56896144,117.7,175887801.4,11462,6438,9.101158955999999,6466,3332,3134,2239,2825,359,3229,214845.03357454683,244043.28901645943
28851232.87615882,115.92,27111915.73,11140,5974,8.3349797503,5465,2977,2488,1845,2595,348,3137,133267.74565747,115621.42684217477
15674286.33788288,116.33,170757367.99,10712,5698,7.988682726,5411,2919,2492,1845,2527,335,2915,71788.18985362,62951.656599426344
26414618.839904834,112.27,27657288.22,12729,6926,10.19083712,7151,3972,3179,2397,3318,351,3141,106978.59970299999,128299.02423843436
45803208.72570735,106.36,31157795.300000004,17834,9900,14.564928640000002,10068,5711,4357,3425,4686,361,4227,192016.24588589,238626.93506284402
38046358.642211884,104.75,161405520.35999998,12075,6734,9.508173940000002,6760,3404,3356,2710,2978,344,3489,179057.0988714256,184153.9621520769
28819137.718859177,109.04,27123231.459999997,11960,6496,9.1359,5843,3238,2605,2162,2893,348,3401,140693.13020808002,123605.63830676931
39635440.4022384,106.89,163562341.67000002,14723,7357,10.624106626,6474,4072,2402,1959,3361,348,3421,182184.83596298,188621.04299892855
26378880.936983995,107.03,25731661.979999997,11422,5893,8.1748752,5116,2906,2210,1781,2571,347,3141,130605.09491431,115857.40099322988
21363430.22337988,111.0,26557911.9,9430,5008,7.031969174,4180,2516,1664,1366,2197,340,2564,96807.73828361,95655.5970621547
14318170.021280853,107.21,25843269.460000005,9169,4782,6.61877204,3833,2315,1518,1276,2065,340,2612,65874.69836719,67677.86222679242
15861538.689967275,106.9,162120544.07,10157,5355,7.4532133730000005,4485,2669,1816,1468,2304,345,2856,71648.5413378,76728.80842803043
25214310.812129527,106.93,162926902.65,11900,5942,8.224653995,5658,3027,2631,2142,2459,330,3057,116631.54720881999,119170.4803992369
37496547.89837645,104.5,159974220.39000002,13288,7638,10.858199704,6632,4240,2392,1845,3351,337,3497,175816.06510857,183002.5750672812
17708840.798430305,104.3,26005718.67,10973,6087,8.57817144,5629,3370,2259,1637,2647,323,2875,88137.59914654001,81649.94446257126
59298737.74744643,119.49,180090593.70999998,13748,7542,10.831959118999999,8174,4368,3806,2854,3257,337,3196,254420.44565533998,241844.82966013777
23051904.069071475,119.46,26636624.429999996,10223,5522,7.683499359999999,4980,2948,2032,1433,2471,327,2677,103366.96032868,89600.5942424859
42092262.07916266,125.58,184897625.69,10347,6069,8.728387231,5578,3423,2155,1548,2795,331,2744,180410.934147,154771.9140705717
38097893.07334402,120.76,26367550.66,11489,6395,8.91805918,5565,3334,2231,1778,2852,339,3158,147228.12662694,168256.2479453026
29971398.61350377,122.63,23771126.41,10831,5954,8.378603398000001,5195,3073,2122,1610,2733,341,3021,132146.61578708,112258.49400256178
32265925.533575054,122.31,25284273.700000003,10329,5643,7.54165164,4517,2625,1892,1493,2312,336,3067,125457.07279594,138347.40380920313
28680294.528354693,120.85,27199613.400000006,9566,5300,7.10150942,4267,2440,1827,1390,2140,320,2991,111791.18035378002,125530.2472701728
21864270.932311956,122.02,181965587.07,12117,7495,11.362638407999997,7226,4601,2625,2086,3683,340,3024,93994.43097964,85191.52978344768
22968853.788613047,123.26,183976963.45,11741,7700,11.835007218000001,10056,5061,4995,4112,3842,349,2784,92506.41537181,93838.33384620919
42814125.53945188,134.28,204125763.04,13313,8412,12.721732715999998,8901,5419,3482,2351,3995,355,3086,145635.94019897,173206.2219953395
104302454.23398872,146.53,231968753.69,18877,9546,13.645732795,8707,5320,3387,2291,4148,360,4135,324436.304823315,387380.0756720697
93137175.85940968,144.4,217794194.94000003,15728,9187,12.850385566000002,8154,4798,3356,2387,3986,356,4175,359895.83799368,285098.4546615116
62581492.05026929,149.23,19069038.97,13615,8074,11.479140999999998,7294,4437,2857,2073,3629,356,3623,236405.92172699003,182956.75367520316
38442728.31223045,146.36,17382734.15,13157,7912,11.833857280000002,7309,4757,2552,1937,4033,353,3273,138139.48553967997,124519.22115771314
39615984.3562525,149.04,218261724.45,13345,8167,12.546714812,7542,5139,2403,1819,4497,349,3153,121820.61211122999,143987.11974768373
45808546.12262387,159.48,21847049.36,12257,7790,11.600455760000001,6788,4680,2108,1609,3992,346,3166,145578.50458434,141658.428715283
73536970.71349114,133.42,146536315.47,16393,10723,15.935173639999999,9275,6531,2744,1994,5392,357,4054,289360.87448659004,261808.14600127644
311742058.1090244,139.02,305010739.7199999,20842,15759,24.987307003750004,14781,10948,3833,3156,9189,345,4651,1234557.29368965,1007868.6745812778
37668151.89074255,137.12,21892892.970000003,16463,10962,16.504057200000002,11467,7033,4434,3297,5137,361,3950,139756.80341719,134952.58901821365
93566485.41019627,135.94,315657589.24,18818,9357,13.899753685,12570,5755,6815,5810,4570,361,3654,277713.98452795844,410578.53724779765
53166013.68536765,136.29,316553273.11,15478,9867,14.446442026249999,10332,6008,4324,3795,4827,362,3914,192994.51292063,197100.23860455642
62806107.53505472,136.15,21235061.05,14145,8703,12.40358628,7848,4870,2978,2306,4007,340,3863,239658.71119509998,221642.1153568994
44088166.35281592,133.81,16205422.86,11955,7487,10.5713198,7024,4220,2804,1951,3391,349,3320,179870.14186988,149613.20281897677
27846236.695727773,131.21,12209742.81,10939,6829,9.68461504,6130,3875,2255,1620,3294,350,3094,120134.76860400001,92091.71333889893
48691757.36268614,126.43,288221039.89000005,13467,8391,11.884382421249999,7603,4712,2891,2035,3844,366,3721,177604.38800761997,207523.80437303448
54570475.42368385,137.93,313921962.7300001,15315,9187,13.3008348875,8988,5453,3535,2688,4626,370,3818,200238.08200283002,195400.83211073375
40880724.87781665,138.49,17020623.45,13280,8046,11.482627145000002,7153,4505,2648,2055,3881,374,3658,147493.56742577,147695.43450806383
42106190.246819496,137.65,313795009.67,14949,8871,12.85719983625,10170,5280,4890,4153,4226,377,3712,150627.18929978998,155265.9472553825
36932650.93899732,134.42,304941615.1,15658,10205,15.1438445897,11581,6490,5091,3865,4710,381,3726,142912.92537583,131842.69833341957
38177124.27865338,138.24,16041663.929999998,16833,11115,17.04046324,12262,7495,4767,3134,5125,368,3588,138272.07611661998,137893.46409354624
27053424.80462305,136.36,307630033.21000004,14885,9983,14.83062451625,9868,6414,3454,2399,4609,355,3628,105270.94898449,93126.12350467875
44729164.442487374,133.54,10715212.970000003,18048,12484,18.71428016,12386,8065,4321,2966,5757,374,4441,179286.80174008,155662.75975825288
48433570.44781989,134.37,308648555.83,16787,9419,14.154244603750001,9937,6039,3898,3058,4580,372,3502,147900.57641513002,212548.70875134974
39201429.23360862,132.93,306720827.16999996,14158,9017,13.107444915,9310,5269,4041,2944,3874,377,3779,142254.30549458,152648.4947281584
31434323.818775102,132.89,19659630.07,13271,8424,12.25376654,8155,4792,3363,2225,3771,370,3752,121925.77804517998,114618.1591869301
40254894.31731808,137.63,19327391.16,13295,7500,10.71518496,7509,4096,3413,2222,3396,352,3506,149990.23598558,142496.09924160945
49379688.54691133,141.68,18321044.490000002,12797,7147,10.1982174,7052,3972,3080,2203,3415,350,3250,179818.36579532,168711.33879891582
24447189.123755187,139.74,16283429.56,11199,6726,9.618680320000001,6443,3710,2733,2118,3245,335,3133,91870.05620597,83077.62608797007
40228740.42782392,138.5,315895388.97,15731,9856,15.22002469125,11791,6270,5521,4490,5412,367,3672,141126.95699992,149333.26269555962
42955725.51590722,139.46,315848882.88,29112,21818,36.94793813749999,31197,16656,14541,12734,14246,345,5188,162005.87502381,146008.79237836422
51464939.165830724,140.22,317396225.84,17017,11974,17.54010721375,11122,6956,4166,2723,5304,335,5037,184126.31592884002,182903.63105326472
51410266.95475418,135.61,13508692.65,15629,9595,13.571014600000002,9067,5179,3888,2328,4169,374,4459,195453.89573653,183649.90895895095
42806937.612003684,136.76,18248398.25,13404,7410,10.27366456,6937,3740,3197,2039,3172,367,3743,139588.99943322,173418.73390988976
24831342.4242204,137.74,316472513.48999995,10829,6397,8.9183894575,5737,3272,2465,1617,2714,328,3161,84110.44046306,96166.47564134252
35664342.19365108,136.21,18829861.150000002,13487,8819,13.44576312,9861,5488,4373,3025,4458,339,3442,134527.66390425,127305.84460210842
51033845.68538742,133.96,13925720.450000001,17571,12285,18.185174999999997,13309,7490,5819,4169,5635,372,4786,207616.10611696003,173347.20894266534
54172016.79949993,134.29,20748470.17,16123,10677,14.85676844,10224,5569,4655,3013,4377,368,5153,176415.13472118,226980.62668696608
49491235.07227866,140.23,327347210.31,16067,9717,13.925784986249997,11112,5439,5673,3449,4267,383,4379,162595.97064098998,190333.0393588579
35331938.54050341,138.39,323064540.16999996,15126,9527,13.82384753625,10178,5361,4817,3033,4081,390,4236,127602.26122498,127704.75908359297
48788166.75556574,144.41,333778122.17,14935,9406,13.321653722499999,9785,5198,4587,2953,3901,373,4253,180481.44658195,157363.34779216355
41678860.59684615,143.29,22630095.25,14417,9368,13.597556599999999,8949,5443,3506,2223,3895,369,4014,146056.16518564997,144814.52081369504
36994664.80690418,142.4,24413035.749999996,14740,9460,14.011690360000001,9634,5677,3957,2565,4139,363,3872,123136.12863289,136657.86579761686
53858478.10343888,141.85,25653183.339999996,16782,10407,14.81810442,11002,5633,5369,3538,4559,364,4719,185133.96364434,194552.17032421043
115997990.31514776,164.93,387193308.53000003,24362,15308,22.189442557499998,15672,8786,6886,4351,6450,396,6349,344325.3676164346,358991.1322025659
121883837.12829621,161.18,19838713.83,27030,16988,24.45027338,16771,9555,7216,4998,6989,384,7017,388294.27934552,367902.74961772724
77249020.74248762,158.07,375587427.15,23283,13795,20.446955,16090,8385,7705,6070,6935,385,5311,219904.11083727,268797.2287115858
73972242.85169491,166.39,401065034.9,16905,10435,15.454530769999998,10105,5993,4112,2965,5010,359,4361,205121.6518094984,239449.79390054976
46113792.5901808,166.28,28273091.48,13425,8283,11.889212999999998,8167,4619,3548,2618,3783,353,3748,131051.18102072997,146274.97119349177
44963714.95103796,175.57,425651474.56,15259,9972,14.7311745575,9079,5726,3353,2288,4229,363,4194,128646.22654727001,127455.12875852232
92225667.48677751,181.06,35205585.230000004,17716,10576,15.1057915,9887,5455,4432,2858,4526,354,5032,241869.95658916002,267495.26757287193
85290731.67479774,176.3,427483501.58,14110,8983,12.3675305187,8028,4559,3469,2449,3821,361,4417,254516.442977794,229265.35892122888
72378241.4480832,177.39,21642323.1,14774,9122,12.57275804,8827,4725,4102,3100,3969,370,4354,202475.71111203003,205541.88541586453
78822446.49226087,165.24,403748878.71999997,17266,10230,14.886806848750002,10305,6025,4280,3057,4745,365,4214,230700.62812735004,246317.32450071134
54490213.778082944,164.56,22275693.1,12144,7382,10.29078928,7235,3971,3264,2152,3280,356,3472,166677.56199615003,164449.16246959462
30528039.747123353,164.53,21723433.08,11014,6925,9.7605134,7073,3980,3093,1836,3134,355,3042,94434.54717372998,91112.40321296759
37912344.88562787,168.68,26509358.900000002,10884,6753,9.7663254,7903,3817,4086,1986,3052,356,3004,97820.22146742001,126938.75935797645
55857784.25519326,160.3,395623618.88,12646,7974,11.096970372500001,7727,4200,3527,2037,3303,355,3789,173686.81329491,174770.9799377366
39472531.77276389,166.9,412570755.59000003,11389,7008,9.5421096005,6125,3424,2701,1981,2912,347,3634,116273.36230493999,120230.72261275857
42689625.53750951,167.02,25949209.04,11608,7288,9.928238680000002,6579,3608,2971,2132,3057,348,3776,133191.55873636,122404.33120202768
52534367.043647625,174.6,29584161.220000003,13485,8294,11.855744499999998,8183,4464,3719,2895,3740,335,3891,143401.31329388,157482.80494006976
