transaction_amount_usd,usd_eth,transaction_count,transaction_count_sent,eth_fee_spent,eth_fee_used,token_transfers,outbound_transfers,inbound_transfers,unique_address_recv,unique_address_sent,unique_outgoing_address
4659937.765297757,346.65,982,653,0.21780095171079755,0.0698670007833,542,321,221,78,196,280
805589.6759129422,354.6,732,627,0.2318566865989989,0.0026355,275,247,28,28,203,337
1057278.186617332,367.71,1202,887,0.46680975301975985,0.0096679454151,423,402,21,21,316,420
767186.1121739249,360.52,1012,637,0.3560594199785479,0.0132937546875,338,309,29,29,235,297
742970.939303908,380.84,1111,731,0.3999939740640562,0.0123518115,365,344,21,21,281,348
945230.0641637117,406.57,1111,681,0.3254392881245728,0.01355820375,332,312,20,20,247,336
739707.3493858096,470.43,904,479,0.21936722130942515,0.012330556874475,241,207,34,34,175,264
604924.6970616984,464.61,915,590,0.20052910074757813,0.00548604,297,279,18,18,219,295
637921.9882257251,470.54,659,579,0.22479700458106106,0.001787625,340,313,27,27,234,259
804174.0048945079,475.24,845,660,0.3295806235557025,0.006427732219755,316,269,47,45,232,364
1274612.991602436,466.27,1047,672,0.3550543557726761,0.0131916003618,290,256,34,34,225,387
597482.6265614082,427.42,1050,635,0.404364040981065,0.016057125,338,281,57,56,239,341
540565.9405556985,434.85,1019,529,0.2831952307806185,0.017327205,265,233,32,32,198,280
698855.845546297,461.58,1332,640,0.26743872578893774,0.018952453941015,366,292,74,74,233,306
771867.6222167192,457.96,834,659,0.25317082388366596,0.00395868492894,393,352,41,41,261,266
869626.6957437394,462.81,838,686,0.2902920810827958,0.00431641875,404,381,23,22,302,275
1090698.6865450987,466.93,745,654,0.39389288299339725,0.0036939,309,273,36,36,221,343
1147476.7869377576,453.96,1432,1271,1.104516716531954,0.10394748,448,403,45,45,332,480
974181.6990531287,422.48,1073,708,1.2198798042603178,0.34691035596021,382,326,56,55,267,356
949504.504112236,421.15,1038,618,1.7196579941212566,0.603754203194205,349,284,65,64,234,319
773058.0002581661,451.74,1043,610,1.7054827183779029,0.76668186000021,367,297,70,70,243,304
526433.248270141,472.86,793,403,1.1017472636444439,0.530195400010185,239,197,42,41,166,208
738815.9002050922,436.49,962,537,1.162761637680541,0.44440837182399,342,287,55,55,233,247
1036806.0377662629,513.29,945,595,0.9744243881600393,0.29101365725901,322,275,47,47,233,320
1580559.7504869995,656.52,1649,1239,2.3008796744549196,0.34621064604,891,728,163,163,568,489
949024.1767692997,699.09,3391,685,1.0927358466285146,0.6327654256728,458,368,90,89,290,325
1029797.0266932988,693.58,3862,945,1.7979176306562,0.882834358037772,1000,453,547,544,373,432
971507.830508853,684.27,979,464,0.914099962531151,0.154847944776,305,234,71,67,194,223
1081726.5931981285,692.83,1192,992,2.1252738191853178,0.0670992,601,538,63,63,450,446
1689545.445814348,717.71,1244,844,0.975593231785446,0.073122,517,443,74,73,338,387
2542819.244290147,785.99,1584,1183,1.226311230278472,0.070896,676,551,125,119,423,578
3859384.402123848,812.5,1807,1385,1.4878143461779183,0.104126569176,758,668,90,89,543,629
2126782.412688943,799.17,1385,1298,1.6147708436396953,0.04767,710,603,107,105,497,560
6327869.707431986,789.39,2491,2242,3.152605105395078,0.12592692,1228,1162,66,63,954,906
7054226.088616991,657.83,3220,1881,2.282659550270401,0.66561684,1140,775,365,353,624,942
5077311.2754737735,700.44,2066,1765,1.9199400933304651,0.123354,1002,900,102,96,691,764
3989504.8749786634,675.91,1772,1421,1.3163220032373513,0.1308636,801,722,79,79,531,596
6198023.277177425,723.14,2489,1989,1.442706202398196,0.1575,1157,1063,94,93,688,808
11690302.401855892,753.4,4285,2431,1.7136338294429823,0.584304,1403,1140,263,257,836,1121
12290448.0454021,739.94,4107,3001,2.321358270802176,0.34726461,1640,1475,165,160,1090,1336
17456386.70700413,716.69,4170,3419,2.678109928726602,0.2941575,1728,1596,132,129,1261,1588
36986752.88528336,739.6,7820,5369,3.793546711846307,1.026849978,2451,2245,206,198,1660,2685
19040152.343648784,692.99,7081,4619,3.099835101075212,1.034696328271872,2138,1864,274,272,1387,2364
20641217.692758612,741.13,6718,4209,2.80678937282407,1.051151094,1836,1663,173,167,1326,2136
28596766.812567696,756.2,6507,5086,3.264429604543379,0.59212956894,2720,1927,793,765,1482,2729
39673376.719428174,861.97,12042,6784,4.463114213169,2.210124,3636,2797,839,831,2103,3503
29882746.460576367,941.1,9055,5335,3.5403297697616716,1.6985136,2648,2049,599,590,1657,2901
41540422.07433544,944.83,11457,9160,12.3188975040392,1.96497,4402,3972,430,429,3413,4702
40339604.38325129,967.13,11294,7020,22.90125084168294,8.132598210814727,3256,3028,228,228,2551,3541
33241965.479548227,1006.41,9681,7838,34.482558469759304,5.02746200825652,3919,3216,703,703,2761,4190
74551618.06489506,1117.75,19420,11420,38.63181098153125,17.045003077978993,6391,4959,1432,1431,4211,5889
70977257.20118049,1136.11,19767,10766,33.49234281211533,17.49691065162835,5503,4308,1195,1188,3413,5595
56481366.6422839,1289.24,8573,6072,22.25266814500246,5.86637763600378,3102,2606,496,496,2412,3283
64953326.310752966,1248.99,17438,11937,49.05643601737081,14.564769393734155,5670,4910,760,758,4485,6554
53237350.50082314,1139.32,16221,9775,35.96399333127276,15.260063149639938,4534,3895,639,637,3349,5364
59961065.86429859,1261.03,17161,8674,20.578424666128765,13.825550446009345,4297,3593,704,698,3166,4674
52822983.28715254,1385.02,17206,9721,24.1519119686,11.347556113053447,4352,4111,241,241,3545,5103
33468742.370830685,1359.48,10984,6990,16.807296529243505,5.8207171575,3262,3022,240,234,2630,3656
38278060.75302663,1278.69,10221,5727,11.93811334573156,5.7838704,3150,2630,520,512,2297,2875
38095413.90308706,1050.26,8146,5648,11.6793551218,3.23459724,3299,2449,850,839,2173,3073
42476351.01075539,1024.69,18261,11774,24.754293508529315,8.564435779860892,5733,5250,483,482,4699,6094
29537102.336092427,1012.97,17187,9199,21.455417285604607,11.105626862696605,4984,4559,425,424,4186,4346
43652123.266406916,1037.36,21873,13557,30.809314883555263,10.2391737504,8203,7795,408,406,6969,5288
42647187.5823427,1150.5,13560,8529,17.168948594965077,6.15494781846,4776,4227,549,517,3511,3905
31806715.823979422,1049.09,10404,6786,11.344826295936546,3.717924557444202,3272,3044,228,226,2613,3296
31188140.069107402,999.64,13486,7531,9.98667660218,4.136282786346816,3890,3367,523,521,2774,3840
28546335.663919047,984.47,9265,6537,10.694138159728674,2.26576129500252,3352,3064,288,288,2544,3196
37107182.76105839,1061.78,10951,7906,11.777950231942457,2.62436748,4240,3582,658,634,2847,3937
36096311.510656215,1046.37,12745,8061,11.165079773440866,3.10975973282016,4197,3745,452,451,2890,3821
35589940.63456904,1048.58,11225,7646,10.43295562,1.814632389892224,4251,3866,385,377,3026,3346
41689725.21971394,1109.08,11499,7938,11.176264780000022,1.79500802712,4386,4091,295,295,3331,3279
57213366.55018472,1231.58,12549,9042,11.982486885,1.777088384904,4376,4082,294,294,3196,4408
51869109.47174457,1169.96,12959,9750,14.179420961117954,2.83105217403225,4456,3964,492,481,3194,5276
53586222.57802316,1063.75,13655,9949,13.5935810816,1.94681844,5035,4854,181,180,4002,4565
39741481.87351826,1111.31,13433,8653,11.199347208,2.54741256,4118,3782,336,329,3052,4472
40303848.57190973,1026.19,14181,9258,14.052442864125727,3.430357308,3626,3412,214,208,2871,5321
32809974.80361155,917.47,9971,7870,10.58930368086,1.6603188,3922,3713,209,209,3091,3831
22016996.97235963,970.87,9426,7126,9.5687473854549,1.406840232,3655,3420,235,235,2783,3389
15396207.22672699,827.59,7964,5431,7.467988930402562,1.38474840000882,2825,2605,220,218,2151,2655
28000376.926762905,695.08,17915,7103,9.04048052,5.49866016000252,3555,3072,483,477,2544,3690
30302662.474444997,785.01,11924,7242,9.540388176,2.4752112,3998,3540,458,450,3008,3387
22814391.240594618,751.81,10476,7023,9.5933398972,1.987608,4149,3576,573,572,3071,3150
20198362.06255724,813.55,9158,6045,8.456448706508597,1.5035496,3649,3267,382,372,2754,2540
21840281.928140607,877.88,11629,6617,9.46249972,2.435667059090244,4058,3789,269,263,3106,2605
22358693.41821949,850.75,11848,7728,11.45330044375,2.0085975,4908,4609,299,296,3745,2895
15731066.16633937,811.24,9121,5882,8.4118128419146,1.452373125,3868,3379,489,483,2825,2301
28733786.71738967,865.27,7857,5957,8.613024407246366,0.870989286003543,3609,3391,218,216,2821,2358
17757555.053697936,840.98,7644,5744,8.166327688719068,0.970395825,3316,3168,148,147,2490,2379
18894773.430905074,920.11,7630,5830,7.98578976,0.8642592,3487,3163,324,324,2505,2507
19085164.989728853,927.95,7719,6182,8.648483802025993,0.75020295,3606,3417,189,189,2699,2592
16867376.087084144,938.02,7239,5739,8.081990380115007,0.73213596738345,3584,3212,372,364,2682,2391
19882132.31824449,974.77,8646,6748,9.8400059882,0.9131304,4184,3950,234,230,3157,2567
19212674.38941541,913.9,8533,6333,8.674952745,1.1079411,3671,3330,341,339,2659,2716
18615437.94406228,939.79,7657,6157,8.594128828475817,0.681319999815168,3790,3405,385,379,2735,2575
21294413.75190998,885.52,9057,6713,9.279574841212911,1.0581102,3886,3586,300,297,2918,2908
14062714.672423387,840.1,7413,5711,7.967368173808162,0.811948200001218,3173,3000,173,172,2546,2578
12788402.641115606,804.63,7290,5690,8.09283077,0.674436,3400,3244,156,156,2694,2303
13137812.14176954,854.7,6612,5010,6.93245034596309,0.7316988,2818,2699,119,119,2278,2117
12953966.020714171,833.49,9876,4525,6.263921457500084,2.55088785,2693,2486,207,207,2142,1938
11576601.313475639,840.28,10274,4746,6.84711578555761,2.3435076,3199,2819,380,373,2396,1810
18525948.161088802,867.62,8983,5108,5.01477027252391,1.5833328,3028,2829,199,198,2393,2147
13855517.804582171,871.58,6315,4914,1.629473177568436,0.348074466424923,2931,2714,217,217,2273,2098
10396038.219689906,851.5,5626,4726,3.197167839614543,0.355957875,2576,2486,90,87,2178,2179
14235209.827672074,869.87,6626,5126,2.9418819144452657,0.4999302,2926,2767,159,158,2318,2275
13707708.87310581,855.6,6199,4799,3.097560503477498,0.5018076,2745,2595,150,148,2182,2065
8531375.036624668,855.65,4264,3563,2.3808124499264665,0.22113,2119,1955,164,164,1722,1582
10452330.750867873,864.83,5803,4503,2.838473548711762,0.427896,3045,2857,188,188,2481,1573
14597682.522454638,849.42,10930,5708,3.751118893485281,2.2888824,3449,2960,489,488,2446,2640
16054549.526698517,815.69,9761,6010,4.006109103698993,1.55032876783449,3736,3031,705,683,2415,2808
17237157.740453478,751.13,8961,6472,5.987071007369195,1.16818540577949,4322,3849,473,467,3258,2445
15636436.97582119,698.83,8181,6276,3.7278081071578515,0.71652,4456,3537,919,906,2939,2543
13421803.218874518,726.92,7659,5651,3.215476759617916,0.750876,4093,3479,614,594,2896,2020
7788532.099037896,682.3,5509,4383,2.5588413425700405,0.355509,3330,3001,329,327,2434,1351
7252201.196150181,720.36,4876,3802,2.2103304416235536,0.343791,2563,2381,182,182,2045,1398
7766802.758293275,697.02,5433,4332,2.4134636523626694,0.3922275,2578,2401,177,176,2019,1853
7434829.957591598,689.96,7300,5781,3.355557744000021,0.530985,4305,3843,462,454,3180,1901
13593316.076532483,613.15,8627,7126,4.176778317000084,0.525315,5531,4851,680,637,4108,2202
13064734.296885801,610.56,6394,5394,3.00311395740336,0.315,3590,3401,189,189,2832,1901
11431377.38072168,600.53,6762,5362,3.0349208703,0.546378,4003,3449,554,546,2872,1827
8078032.400554261,549.79,5207,4055,2.30517507,0.46788,2722,2618,104,103,2141,1393
10101826.587771341,537.38,6335,5035,2.7407492236151314,0.515676,3537,3122,415,414,2606,1825
7040500.992795573,555.55,5097,4297,2.43103552303377,0.252,3154,2763,391,333,2365,1507
8443976.61251953,557.57,4903,3903,2.1917266291477264,0.315,2577,2462,115,115,2148,1395
10494802.87127568,559.91,5511,4510,2.4430251681452413,0.320397,2968,2617,351,335,2215,1827
6117239.050376316,539.89,4579,3679,2.012419821,0.2835,2320,2175,145,145,1832,1469
10185939.204092542,543.83,5168,4068,2.225913599319765,0.3528,2209,2117,92,92,1785,1874
7217594.780078302,520.16,4709,3609,1.936711920712116,0.3465,2099,2004,95,95,1751,1528
6851242.477054514,523.01,4441,3241,1.80801489159375,0.378,2110,1964,146,146,1669,1262
13635036.398452904,486.25,5254,4054,2.274563765726693,0.397841315557896,2513,2353,160,160,1874,1610
8900370.636304224,448.78,4981,3781,2.0824381030397308,0.3856482,2407,2185,222,222,1788,1533
9394585.642949346,445.93,5214,4014,2.13037268525334,0.37989,2541,2234,307,306,1820,1736
6621399.199794401,383.9,4476,3776,2.0080119109045436,0.2221632,2273,2051,222,222,1735,1702
7495553.1220898265,393.82,4572,3672,1.972267468500042,0.2835,2351,2107,244,244,1782,1512
5240994.700296065,394.07,4443,3243,1.7906968786206,0.3932082,2189,2021,168,166,1558,1190
6548029.121319334,378.85,4007,2807,1.51680025219704,0.378,1848,1727,121,120,1370,1041
11305779.938867137,384.68,5397,4296,2.3199269541032383,0.346542,2894,2601,293,293,2132,1578
7229993.526940162,415.93,4944,3744,2.07341474550063,0.378,2254,2173,81,81,1824,1496
6992414.581190995,378.65,4651,3451,1.850158669225803,0.378,2235,2075,160,160,1672,1341
5182932.2771703,381.36,4293,3093,1.6783991603991069,0.38556,1981,1785,196,195,1415,1289
4442539.569310745,370.35,3812,2611,1.407013770000315,0.378441,1773,1605,168,168,1328,1001
6136223.116616334,384.98,6506,5506,1.512414099715104,0.315,5532,1472,4060,4060,1227,3996
4455711.503288895,400.72,10224,9224,1.815920760412578,0.315,9681,1611,8070,8070,1350,7595
5792515.858256386,399.02,5609,4609,2.009397236436162,0.381045,3696,2133,1563,1563,1490,2442
7951494.657371326,415.65,4314,3314,1.71122615910528,0.315,2093,1800,293,293,1402,1415
7789258.809076285,430.42,4559,3458,1.901877902100021,0.346584,2189,2046,143,143,1619,1305
8057228.238832396,493.95,4980,3980,2.062028229826393,0.315,2534,2230,304,304,1790,1675
9066698.245825047,494.96,5556,4656,2.899417649910037,0.28623,2966,2797,169,169,2235,1756
5822054.005105121,502.79,4061,3161,1.7499620142,0.2835,2106,1928,178,178,1566,1229
8088187.499608459,534.15,4433,3533,1.88596932,0.286125,2231,2048,183,183,1683,1449
6702507.521284207,511.67,4379,3478,1.8238464501437093,0.287616,2039,1859,180,178,1564,1578
7248472.754735419,503.03,4593,3593,1.963455613965984,0.40959193245495,2263,2028,235,235,1658,1532
9020445.663899645,525.78,4432,3532,1.9811864217204926,0.41027616,1965,1875,90,89,1523,1580
10037835.53672789,567.25,5351,4251,2.20583546522352,0.399,2450,2247,203,203,1901,1948
9317103.892721152,617.16,4640,3740,1.9780883745168,0.2835,2196,2067,129,129,1742,1630
9640573.994585894,605.17,4940,4040,2.1852585585,0.2835,2525,2377,148,148,1822,1614
12868265.700935349,621.33,6032,5032,2.8710249447,0.315,3435,3167,268,268,2209,1831
13510926.796238363,644.13,6041,4941,2.5768158834,0.3465,2676,2466,210,210,2032,2249
16244805.061017055,703.35,7387,5581,2.870618517234336,0.72639,3108,2763,345,344,2335,2528
16025108.381783001,617.73,7668,4733,2.2961677309476327,1.179024,2750,2094,656,641,1763,2408
12403137.46742495,661.45,4584,4084,2.23204836449979,0.1575,2313,2201,112,112,1873,1842
12149180.131279241,643.33,5745,4244,2.052264880641669,0.57792,2852,1992,860,860,1740,2241
13390150.871797007,683.02,7498,5794,2.699869265734203,0.53036542839756,3253,2542,711,708,2088,3133
16279520.959894778,689.31,5929,4833,2.456565292499958,0.1331463,2487,2295,192,192,1815,2390
13119557.7040958,670.04,5652,4952,2.60957612036832,0.11026176343224,2666,2528,138,138,1945,2270
11313662.732163465,670.81,5263,4163,2.153652951,0.1260063,2280,2023,257,257,1606,2006
20023834.854797553,686.74,6942,5740,3.10368048,0.1427811,3369,3152,217,217,2522,2443
19229733.69296779,777.62,6896,5891,3.022032405,0.1182400954938,3188,2978,210,208,2306,2715
20002766.789321814,784.21,6151,5351,2.74310968065792,0.129822525,2917,2673,244,244,2035,2581
14308232.731038734,816.58,5653,4252,2.250176105410848,0.1819125,2426,2298,128,128,1735,1919
11600906.589635657,790.39,5484,4176,2.22216732,0.137277,2748,2444,304,303,1861,1712
11978362.818332123,752.4,5849,4138,2.279354833394069,0.1837794,2668,2443,225,223,1989,1687
12073657.14627539,747.79,5674,4273,2.2388255808,0.149960984337024,2583,2276,307,305,1961,1910
11602310.914654944,751.27,5602,4201,2.2630920303,0.22489688664912,2506,2213,293,285,1873,1932
12284432.267196622,723.61,6910,5202,2.877883928629598,0.451871030625168,3168,2885,283,269,2333,2205
9941988.720615124,677.8,5619,4615,3.026957591121892,0.2362255875,3018,2850,168,168,2440,1722
8651931.95408998,683.64,4638,3637,2.041688796141876,0.163576520567712,2533,2243,290,290,1859,1371
12506884.009264138,729.34,5518,4818,2.777380500021504,0.128056635354816,3354,3079,275,274,2087,1660
16423909.49163941,727.41,7773,4850,2.5723334781185785,0.791509333003515,2762,2515,247,247,1847,2205
9272970.413076535,705.64,6208,4401,2.3997187163476705,0.464703477696864,2707,2301,406,391,1946,2028
9978982.498393754,706.72,5664,3594,1.9608535497837047,0.6382404,2221,1943,278,278,1648,1606
8547799.19946653,668.38,4964,3845,2.3730872490496138,0.40733374238781,2300,1967,333,329,1550,1837
7257138.715952261,693.57,4557,3047,1.8819644241368227,0.567275876252631,1815,1656,159,159,1306,1374
7902757.033049914,696.05,4303,2876,1.6680551931281924,0.416402887783827,1761,1600,161,160,1293,1279
8762017.389306344,715.15,4807,3305,1.8460828811057497,0.42414179059728,1853,1748,105,105,1439,1507
9361150.755192291,696.73,4800,3295,1.7854510982924177,0.418932026317728,1817,1723,94,94,1391,1533
11837502.800785363,640.84,5230,3730,2.16094650388749,0.52366269375,2150,1705,445,434,1307,1897
10986989.855728984,577.01,5108,3607,2.2157788372225946,0.59474835,1957,1899,58,56,1486,1650
9592518.123128047,602.59,8177,5722,2.73825140293837,0.81744222056406,4345,1880,2465,2460,1509,3797
7864094.605077529,584.77,5325,4147,1.7406037605385405,0.329843720677296,3230,1387,1843,1842,1180,2584
6355647.215975636,585.76,5442,4442,1.8016047195833962,0.240707089114464,3859,1349,2510,2510,1163,3087
6482778.975824445,569.64,3901,2901,1.448613566488656,0.222417027169344,1639,1302,337,337,1040,1462
4130608.487711149,512.03,3706,3706,2.360163594864665,0.0,2451,1779,672,672,1543,1881
15461755.104963956,566.59,5126,3563,2.437720954732521,0.723361936710504,3085,2076,1009,1008,1643,1464
12892278.76378631,557.12,5225,3716,2.4219674889551266,0.81795,2608,1755,853,848,1352,1769
9488613.874660315,577.23,5472,3966,3.492110217691406,0.8855805,2401,1871,530,523,1457,1974
8385887.573482124,579.01,4825,3819,2.978228678998246,0.528045,2650,2122,528,528,1559,1645
6627698.739799776,590.53,3470,2470,1.273637250555,0.525,1256,1203,53,53,1001,1278
7535438.078957972,619.04,3797,3297,1.77865047242265,0.2625,2061,1756,305,305,1255,1507
18765498.064650483,591.31,8238,5734,3.6422094092608877,1.356093484537344,3693,2852,841,805,2253,2529
18831050.774768133,608.23,6833,5795,3.5612314647288654,0.54495,3937,3639,298,255,3031,2019
12886541.810868695,606.3,4344,3342,2.2188199583174884,0.595819071058176,1563,1547,16,16,1205,1764
7284134.721412928,604.44,3975,3475,1.717214617174203,0.160839,1668,1482,186,168,1182,1408
6318487.090226548,599.55,2990,2490,1.27415225079375,0.105,1443,1324,119,119,1022,1192
6240597.495550432,593.38,2676,2176,1.167073875,0.105,1310,1231,79,79,981,950
5844190.183725754,524.74,3092,2592,1.35966906,0.105,1488,1476,12,12,1125,1010
5532142.843543768,531.15,3546,3046,1.587164445,0.1065435,1811,1783,28,27,1409,1123
3619268.75351387,494.53,4054,3554,1.62721854,0.105,2778,1623,1155,1152,1247,1795
10276096.781491032,476.3,7747,5247,2.097425586084375,0.5325915,4937,1654,3283,3283,1333,3563
6337105.041671892,519.83,5074,3074,1.6639140492357891,0.61839435024192,2285,1667,618,614,1407,1420
5134682.683235806,487.51,3789,2789,1.5680978087509696,0.32261985,1948,1236,712,708,1014,1543
5237701.152237009,497.22,3002,2002,1.07259375,0.21,1445,1182,263,262,894,862
3670632.8008519392,496.74,2489,1989,1.09420524,0.105,1530,1197,333,333,887,838
6403643.152478359,517.63,4049,2549,1.36080273,0.315,1934,1505,429,429,1156,1080
6349672.233016162,538.45,3935,2935,1.5641578275,0.21,1961,1686,275,275,1314,1251
7075568.930949,536.16,3790,2790,1.43458329,0.21,2108,1551,557,555,1173,1255
6595921.317984059,525.77,3532,2518,1.325103375,0.21294,1685,1449,236,236,1086,1054
5584113.870520526,462.16,3524,2538,1.2613672666788,0.2157645,1821,1292,529,529,1034,1130
2980407.7508585574,474.18,2229,1729,0.95313264,0.105,1405,1075,330,330,871,726
3299560.9258620385,455.25,2787,2286,1.2282715515,0.10626,1549,1365,184,184,1072,949
4563091.76714152,458.82,2937,2208,1.3428334351875,0.118933756206006,1468,1317,151,131,1034,901
4850300.281177197,429.58,2471,1965,1.08254874,0.105126,1228,1213,15,15,955,779
3228987.111487375,441.75,4875,3344,1.8466259775,0.084056129569188,2416,1990,426,426,1504,1376
4450088.840482462,420.72,4098,3763,2.278655869280363,0.06586064625,3583,2595,988,967,1904,1033
4760728.183291786,435.25,4017,3514,2.09302527,0.105126,2697,2349,348,338,1808,1132
4698523.832161477,453.42,3910,3365,6.579894225927317,0.1975994098239,2696,2272,424,419,1509,1032
4297251.723019979,451.95,3065,2563,7.235977465583112,1.5683338125,2273,1232,1041,1031,981,1394
3892502.021681579,476.58,2714,2213,12.11986247453208,1.508157,1422,1242,180,180,1015,1022
6058752.659383313,461.95,2801,2301,8.651133287322073,1.698858,1590,1213,377,377,953,1111
3532220.723093266,467.19,2690,2190,6.709282634308445,0.967706578125,1609,1393,216,216,999,862
4748071.696769993,467.55,2811,2311,4.988702838307574,0.413761938789549,1581,1264,317,317,979,1097
3761139.941511508,469.93,5259,5258,23.725369900603287,0.001113,4273,4137,136,135,2671,1056
7160241.702036245,485.81,2673,2173,6.8077240631190525,1.11825,1420,1342,78,78,865,860
5717178.631719031,486.19,2467,1967,2.1605784882187145,0.67725,1089,1073,16,16,838,929
8764263.341663944,471.48,2766,2236,1.6240173171565808,0.24209521875,1298,1114,184,184,808,1111
