transaction_amount_usd,usd_eth,historic_usd_val,eth_fee_used,ether_sent_out
259.20263752,270.37,195861723.54999998,0.00021,0.957506
1132.7896772,275.83,164631.18,0.0,4.10684
266.33471268,281.37,164619.33000000002,0.0,0.946564
93.55881456,277.56,161113.64,0.0,0.337076
247.4180514,274.3,157744.3,0.003024,0.650229
1358.3524354799997,288.02,162701.44,0.010962,3.774135
1447.6435036999999,295.55,164170.18,0.024444,2.8319789999999996
1278.4282102800003,288.67,158153.18000000002,0.021797999999999998,2.583974
1434.029324025,284.15,153270.28,0.032256,2.895259
1380.23990416,281.66,170286.59,0.030072,2.9756
1104.3147107200002,295.36,154067.43999999997,0.02436,2.065338
1099.95743583,295.02,151868.69999999998,0.02604,1.9792005
92372547.0839682,288.97,329773763.4100001,0.022008,1.4706795000000001
3036606.9511573953,285.23,103658501.57000001,0.005208,31.169586499999998
293.62712505,228.27,141597.97,0.0,1.286315
367.41848500000003,229.52,140493.38999999998,0.0,1.6008125
610.0794900499999,215.14,129926.73,0.0,2.8357324999999998
432.0887187750001,196.77,117521.67,0.0,2.1959075
597.5835544875,195.99,115590.68999999999,0.0,3.0490512499999998
14542835.20504223,197.14,241589651.26999998,0.005628,3.54617
10237.250849,185.15,123160.64000000001,0.001092,30.29166
481.57320723749996,183.03,108175.78000000003,0.0,2.63111625
8954.7246371375,211.27,143870.50000000003,0.002184,3.9452162499999996
360.0722984375,208.87,128679.57,0.0,1.7239062500000002
501.32706,221.63,135420.32,0.0,2.262
4402852.44097645,220.12,94306868.45,0.001092,2.05542875
258.723309702,196.04,117560.79999999999,0.0,1.31974755
734.865349855,208.39,123354.31,0.0,3.5263945
362.287081124,209.78,123108.14999999998,0.0,1.7269858
406.59412149599996,224.76,130605.0,0.0,1.8090145999999998
779.82100375,247.69,141570.29,0.0,3.148375
600.798012168,240.78,136104.29,0.0,2.4952156
477.34100889000007,244.55,136949.01,0.0,1.9519158
894.1724847439999,227.92,125867.40000000001,0.0,3.9231857
695.5505782399999,219.2,119002.63,0.0,3.1731322
3068529.91161822,214.21,3012198.4699999997,0.262269,812.328632
2924839.004573694,229.09,6142660.99,0.3478419,9.7989491
5843344.954209833,221.56,6640206.809999999,0.1278018,12010.854129899999
9252037.734915067,231.32,16183302.31,0.039244799999999996,0.9502592
3540318.513157855,232.6,19811846.320000004,0.029568,0.8913568000000001
2045163.20859916,230.89,21710118.949999996,0.0236544,0.780208
3425745.100903126,225.41,24619109.47,0.10752,0.6426656
2916190.4500914593,219.97,26939941.91,0.0446208,0.7376992
5902162.649216729,221.76,28194034.869999997,0.2541798,11002.33295545
2462834.1830110536,227.9,31434600.41,0.057014999999999996,4.1117112
2197529.364084174,224.62,33164806.439999994,0.5546793,1.7460996
3225446.157798303,225.65,36540998.65,0.11718,1.4326962
7304186.0731852455,229.33,37339461.47999999,0.1149309,15511.436563199999
14375642.9711129,227.49,32347888.27,0.13698510000000003,41877.2437734
2485041.77237713,225.26,31730231.959999997,0.2865996,6210.2253336
6843134.488404047,189.83,33569217.089999996,0.0560469,2.2393724
7174796.134602786,195.97,37572940.510000005,0.026067299999999998,10858.9454852
13961475.085084556,199.45,29577545.109999996,0.248409,56714.814999999995
2162109.272603348,194.99,31089050.540000007,0.0701295,0.283445
2165421.9963334203,210.8,33811758.410000004,0.0029316000000000004,4654.22345
15232682.366428189,210.22,36337205.25,0.335013,30000.82924
4504803.868245071,207.6,35223826.02,0.3045,12408.876497000001
1885344.478876362,202.49,32472728.520000003,0.023058,9306.0027
1940.1119093235602,202.86,32531773.88,0.007707,3.3277
27659765.762716867,205.08,30646011.939999998,0.020139,72900.00162
0.4423032,204.77,104127.01999999999,0.0,0.00216
1688291.4039532002,203.6,32111409.34,0.004956,0.916243
5442877.297153044,203.7,29420071.589999996,0.002016,20000.294408
5241412.988560975,202.92,32659929.36,0.017997,4653.039296
10169756.26407209,201.23,36291598.8,0.053759999999999995,15679.94634828
7951761.192597396,203.37,23174442.040000003,0.0239988,13872.612990550002
4988463.630214132,202.79,24246049.589999996,0.01581541500315,9492.3511767
8734395.11942786,203.72,26001386.6,0.019656000000000003,17399.39472705
17511191.00506189,195.67,29128091.73,0.037485,34128.404933369995
23669846.79666888,196.19,27952250.740000002,0.04382699999999999,63515.10747214
26468860.83565201,197.85,24373271.909999993,0.044960999999999994,76530.78493662
20362733.506886564,198.73,25361287.529999994,0.036771,49016.13279808
22035388.884471346,201.02,22528402.09,0.038451,62579.666960970004
14300893.766421909,199.47,21612855.230000008,0.025956,37704.676449080005
24467086.406149145,211.3,19310864.199999996,0.044058,66374.59285258
88357475.2808326,209.7,154209658.02,1.029273,102590.66023590999
47284411.35944132,219.56,221041843.23999998,0.18144000000000002,118608.83880241
40972383.25388689,217.99,30630426.79,0.204834,101662.63731636001
28715979.924651418,211.29,27661996.220000003,0.18673199999999998,72747.65204983999
27200657.26231292,209.39,21209342.860000003,0.139566,79764.08984061002
19060386.25321611,211.9,23220744.109999996,0.172788,40826.95607732
14760677.486752715,211.7,23288541.8,0.130305,34648.51150997
27055091.579294093,210.81,21046061.089999992,0.16123800000000002,69253.7098438
35826505.106187224,206.42,147417469.53,0.165753,80401.2651413
43908515.36734847,182.72,24009099.069999997,0.205968,110744.07256082
46679898.29883562,181.53,24009966.669999994,0.23055899999999996,128136.25279779
58963594.84261432,174.84,126927059.52999997,0.19907999999999998,144226.05567328
21231926.697438613,174.22,25150911.01,0.14242200000000002,55164.6022727
18743403.352038167,177.53,26021812.2,0.15046500000000002,51679.778725740005
72081666.1550065,148.22,140020589.72999996,7.267994999999999,169024.52228736
50023583.46655548,130.74,34061507.85,1.257438,183007.23294225
29399174.45839783,136.5,39869133.79,1.014804,91909.46613504
24941056.203257572,124.83,38138063.17999999,0.860433,93177.94748945
31302521.687159847,123.37,37706710.94,1.054095,126801.2841901
15909133.940262288,112.75,37542537.730000004,0.9165869999999999,56881.568455349996
49155833.30697125,116.75,30428481.0,1.067703,246684.94993645998
23211702.055453897,108.87,28769237.510000005,0.8767499999999999,104787.40980603
26458791.66395274,110.19,31074948.17,0.8659559999999998,111176.4953062
31769289.43180013,122.88,27430170.090000007,0.9297330000000001,158658.11356335998
24648917.2402346,117.48,28462660.14,0.972573,95377.54019002999
22196370.023730114,112.87,30958180.98,1.6141440000000002,82319.51627970999
21076483.051905695,118.5,32424403.77,2.512524,89256.14210669
14385826.14210281,115.96,34113530.30000001,2.3286480000000003,51746.89877591
19468328.06642011,108.23,35854344.160000004,2.4282510000000004,71388.04068431
18937232.745377053,109.82,34433910.02000001,2.491713,95081.13594224
20197147.82282141,101.57,34185836.169999994,2.438394,87908.35221628999
25090242.190996096,90.43,30095485.25,2.740353,140607.41360059
35973908.60189002,93.61,26917622.25,2.7444269999999995,214769.69785643
20486230.370151315,91.44,25392133.29,2.2473989999999997,116946.79622061
16904963.947765656,94.42,23909830.760000005,2.060919,101749.23268109
16911222.001314506,90.7,104377581.24,2.3855117999999997,69867.41143032
16139113.767336745,88.05,26001387.97,2.0958,93992.16555709999
16920594.61410753,90.52,25221493.240000006,2.253615,101796.79977047
18847732.372527573,86.39,24182634.089999992,2.315124,108404.95581593999
15201296.56588059,83.9,25020145.38,2.287278,81473.33351755
13359607.383125218,84.27,26691202.429999996,2.211216,69974.2025168
14642448.842502937,85.39,24586127.849999998,2.1128310000000003,100139.44791151
26175245.005777903,95.44,24874912.689999998,2.259138,150772.99558594
21240019.627129782,102.44,27036889.209999997,2.463468,102019.49064498002
30227569.02292591,100.63,23574659.660000004,2.6578229999999996,165016.55034619002
41062297.49192108,116.43,31020123.65,2.980488,181962.70658720998
23946263.18566711,109.44,32548179.51000001,3.0307508437500004,93703.68483288001
14737898.737871649,118.36,37961935.59,2.3364599999999998,50592.5912701
40803687.96890324,131.56,47893474.43000001,1.516074,133447.9033619
51844337.088463254,140.87,61911836.94,1.0935329999999999,146254.42802130998
38773234.36190976,130.99,53645269.54999999,0.8309279999999999,162976.00267414
27472558.311263416,132.61,56229173.72999998,0.831873,96339.59569289001
26843564.696866468,116.72,48325062.650000006,0.78792,119984.12282751
38050658.72085568,139.73,54888905.60999999,0.8912399999999999,146755.86086712
26870101.023694895,137.3,55126179.169999994,0.8791019999999999,93508.00434229999
20800170.95353082,141.33,59380207.07,0.732354,64258.54712163
21639683.293534525,133.49,55808610.43999999,0.714714,82089.89579775
24788401.86110202,142.66,55646001.839999996,0.687288,100883.25828128
48397079.4505138,156.57,60576355.059999995,0.9519090000000001,156133.06695671
33563187.56643,149.44,60733951.430000015,0.9215639999999999,102536.75442018
42857428.2025091,156.04,62255228.17000002,0.8928780000000001,141045.60331522
39253382.38970374,156.23,61626777.239999995,0.857745,127878.56270265
32383805.600572847,158.61,64728122.47000002,0.795018,95266.45712502999
25223346.516573016,152.09,63385764.38,0.8649900000000001,78585.36789621999
24621325.681705367,151.1,63879493.390000015,0.829332,78471.59945523
19122882.520836532,151.17,68579864.34000003,0.8537549999999999,47798.03773475
34236131.8696124,127.96,61182209.89999999,0.8953139999999999,121534.61917556
28414013.377170507,127.16,62542569.61000001,0.743904,104869.1050108
18129014.839498673,125.83,62359629.70999999,0.6714330000000001,70162.95289386001
16143205.548645426,116.56,59890678.03000001,0.6545070000000001,60160.01761887
24747489.86104178,129.74,65330657.42000001,0.7356090000000001,100505.91814597999
19569104.392848898,121.22,64081788.330000006,0.9683730000000002,68146.03562423
157032426.38315472,123.12,63931674.84,0.84777,642921.4197218401
13590782.202575348,123.72,64755562.980000004,0.7944090000000001,52827.42706923
13279453.414193075,120.57,65900675.650000006,0.716016,43482.01701876
15760765.490927882,124.85,66406773.57,0.8339099999999999,70409.30774307
17826362.82263637,118.41,67152297.27,0.8814960000000001,57660.49132754
18427784.43987547,116.72,68356867.41999997,0.890274,69672.98739909999
16588780.427273156,119.12,67904616.96000001,0.87738,77427.28795388
14724469.255661545,117.57,68352692.88,0.839454,56955.53666516
16336788.882862855,117.7,68593385.2,0.8722560000000001,68697.26686255
13122182.49127889,115.92,69183837.19,0.8623230000000001,49626.97119334
10161608.781803446,116.33,68077708.37999998,0.724185,49430.595303719994
14054983.34132051,112.27,61639151.00000001,0.523194,80738.3740545
11234333.172748674,106.36,49818155.639999986,0.17161200000000001,48081.937684
9586909.92048039,104.75,47142870.419999994,0.16132200000000002,54285.932984
10257675.346370049,109.04,46815995.03,0.170436,57387.865301000005
6224669.115891018,106.89,47806775.410000004,0.150612,20163.823022
11502811.82636939,107.03,44325718.3,0.140028,70001.486998
3229357.352558277,111.0,45755809.95000002,0.06215999999999999,15510.518929
8734722.974864159,107.21,40027974.70999999,0.067704,60163.261533
2245685.5227988246,106.9,40499741.4,0.069552,7755.442591999999
944910.929223421,106.93,41124211.470000006,0.06048,1551.26466
4654858.2499819845,104.5,41926819.67999999,0.07307999999999999,13959.794684
1947271.3439338482,104.3,51004511.839999996,0.06518399999999999,9306.306716
11231323.702630635,119.49,64513433.25,0.350784,21551.805148000003
1999999.6575728152,119.46,56755904.18,0.153552,0.362284
5486197.49999774,125.58,59695881.17,0.14448,21714.306836
14573164.108564844,120.76,51532142.57,0.36456,84653.71368000002
5480768.082051878,122.63,54006537.46,0.208992,15511.073448
5285383.4152653245,122.31,55735205.379999995,0.251328,13962.66822
6302933.769745142,120.85,55749246.57,0.238224,23266.216127999996
8339308.445243591,122.02,55727996.800000004,0.232008,36470.098752000005
6248741.898175205,123.26,56253752.989999995,0.216552,25511.5298
13183182.089320969,134.28,60763908.199999996,0.257544,51020.955627999996
22559557.08167125,146.53,78744935.52000001,0.3905664,75309.02993445
17491311.289147265,144.4,79455404.23999998,0.4050816,43369.13373295
17439949.198665105,149.23,85086183.43,0.362208,48470.71767815
12369867.658105915,146.36,87605019.89999998,0.3960264,28062.2257664
11663448.269500434,149.04,84142954.99,0.340074,56123.724092050004
14497441.6265138,159.48,89887718.86000001,0.400092,45919.244687599996
22466595.76685314,133.42,271987058.07,0.3777438000000001,100816.87173105
21285399.898459185,139.02,76576955.53000003,0.2166276,66327.6420597
12753834.812567618,137.12,74291525.24,0.156954,51021.4298304
17497338.931170322,135.94,72422341.71,0.1892772,68878.31996639998
17161720.426187504,136.29,75167210.3,0.2166276,53572.6319072
7164900.200677944,136.15,74613489.51,0.11903640000000001,28061.1957568
12339425.511777842,133.81,72698457.89,0.19715291470000001,48470.7600784
11164765.831722714,131.21,69730957.47000001,0.16146690000021,48469.715107200005
17471760.831172574,126.43,68535500.41000001,0.2893548,63776.3850448
9651984.067992011,137.93,78086815.93999998,0.2156952,22961.540488000002
11990628.168572418,138.49,77675108.56,0.1954932,45920.340152
12068916.441356428,137.65,75226255.44000001,0.2038848,51021.6020608
11404756.869915767,134.42,71834531.35,0.1877232,48470.73841600001
23002966.551587604,138.24,65660957.89999999,0.8161188,112960.49425079998
6530836.312266096,136.36,68501808.11999999,0.012705000000000001,10204.49167
15383591.118147783,133.54,68841659.95,0.07896,51020.772905
13621693.86806794,134.37,65065956.53999999,0.08316000000000001,66327.13252500001
17416155.268807236,132.93,60081350.11,0.06447,81633.321165
12915837.770868188,132.89,58740285.620000005,0.07056,53572.154945
12935246.143439764,137.63,59024022.33999999,0.07601999999999999,53572.37811
20641468.309547216,141.68,56448839.459999986,0.077805,88061.9331
7726670.990711203,139.74,59124448.68,0.068439,15306.554730000002
12478702.19842684,138.5,66131348.43,0.5954969999999999,17858.374214000003
6072710.545816262,139.46,72659613.95000002,0.25924290000000005,14.719861100000001
8720423.749469975,140.22,81774931.29,0.292824,1.8761163
12637006.814896904,135.61,79960641.82,0.2304288,43368.576642750006
10484090.285735596,136.76,86935338.85999998,0.22361976000004535,15307.9768273
11872747.422356129,137.74,84672188.19000003,0.1679328,53572.871220349996
13544908.834924018,136.21,85461716.00999998,0.24444,43368.25083875
17505851.50156792,133.96,90632672.46000002,0.2970072,40817.971397149995
18456223.168698836,134.29,94909102.94000004,0.881622,53573.137262849996
9224008.677866776,140.23,106196406.87000002,0.5878256999999999,7658.294864349999
11305552.392356038,138.39,109036625.09999998,0.4235931,25516.6165053
14906574.060999261,144.41,114684939.89999999,0.4325391,48474.9387697
12961831.571357807,143.29,113596456.92,0.42120749999999996,45921.73350035
33052486.235915933,142.4,94772404.07000001,0.5325999,179702.16591205003
8237165.473559986,141.85,99644175.71000001,0.6295338,10538.6234658
22591048.332932886,164.93,118757506.2,0.7253715,59690.837286099995
20964512.66568576,161.18,126834072.25000003,0.8316798,31601.07974655
27668795.077207923,158.07,122501979.47000001,0.6278601,93511.90893979999
12299294.761350185,166.39,133059370.57,0.4596753,24577.8346334
14963131.375017848,166.28,136267803.97,0.5403384,35110.944748899994
26743497.526457217,175.57,145964666.45,0.7089515999999999,70224.60899425001
24703793.64236715,181.06,158804109.53999996,0.7717269000000001,45747.6390614
26052726.962332904,176.3,158278580.89000002,0.8365644,63200.1497496
18664994.312309884,177.39,162956855.50000003,0.254499,42133.944385200004
28359259.496748373,165.24,153481096.66,0.451899,80755.19043755
24158946.648802605,164.56,150414289.71000004,0.6399161999999999,80755.65941995
11111332.625013674,164.53,154564925.57999998,0.5029857,21068.0846924
18593880.38707917,168.68,153367114.83,0.39684329999999995,70221.2869996
44703636.326545425,160.3,157623465.80000004,0.5264889,113834.31117382999
48839489.85217046,166.9,166186788.82999998,0.4526088,140052.43492513
53110882.27671875,167.02,162487382.04999998,0.30471000000000004,170470.56862234004
70220731.57195665,174.6,164110424.19,0.6602463,217556.98317964
52074377.72756776,174.13,160762062.32999998,1.1306421,157870.08176009
48955263.50412413,173.96,161847061.96999997,1.0771866,137089.90042267
45835136.71567499,170.3,158043494.79,1.0972143,135783.44588909
62040913.26388515,171.9,155709734.47999996,1.2521418000000002,191510.2864995
62995105.085761495,170.66,164084211.65000004,2.1024822000000007,156778.04389134003
71593820.37132013,166.05,177543725.17000002,3.0961854,162392.78275566
68922038.46438022,152.99,164483443.92000002,1.5196839,222338.44037287
66503257.19038969,156.45,168138612.89,1.0231326,212695.44955515998
54678616.949242026,158.36,166175561.09000003,0.7336077,185270.77931774
60796770.51182287,158.05,165104858.11000004,0.8021685,194689.32927974
63745234.50369122,156.69,162074959.19,0.9979368000000001,208589.67574712
67817496.60178204,164.39,169118825.57999998,1.0232418,209067.60568926999
60758006.86331412,161.42,169017369.76999998,1.4012858999999998,179045.95276968
37528409.40712316,161.29,168201529.07000005,1.0549665,118443.16983174
61720596.86669865,168.24,170025063.9,1.0336473000000002,199548.37579489
59925161.63104275,163.61,169083366.57999995,0.9881949,171709.37751768998
45999449.89649373,163.94,170064456.46,0.9108917999999999,138337.98240456
82658871.04694918,173.7,181679390.88000003,0.946092,233642.15880922
91434767.87586676,168.59,180316092.51000002,1.1588577,259363.23569094003
101602607.51031789,171.42,184915404.73,1.019403,291765.28028188
81995958.7958215,170.86,187866949.13,1.0304678999999999,229540.96245489
89356123.78353043,172.5,187017642.29000002,1.013733,266732.58403813996
153969496.55045784,192.44,194082340.05,1.4407386,437807.71782177
83701357.04721992,188.14,206548647.65,1.7716250999999996,177783.07401782
134058453.38265783,195.83,203935602.45,1.963248,370503.69056481
151852360.06048676,217.16,218025153.98,2.211195,368374.30841813004
190240489.79737034,248.64,270381820.11,3.2171307,340766.22312191
168425546.33162907,264.47,318707221.65999997,2.3144163,259594.56192688996
115785242.11086696,244.84,324850439.81000006,1.2589836000000003,175589.49643141
87690990.96567622,233.96,306801268.5499999,0.6240045,195122.17615664
121639895.22886676,260.9,336972734.32000005,0.7676801999999999,242991.64816053
114903185.5562451,252.1,326962345.59,0.8744463,225256.24830861003
132253813.07620698,254.94,302969164.68,0.7762943999999999,313596.9222046
109915196.14392291,243.46,294890559.43999994,0.9540468000000001,214300.53276148002
139979347.7161602,245.6,306297520.19,1.0016369999999999,267020.20827892004
99077679.21796605,249.61,300122664.79999995,0.8266125,220844.45586924997
89759821.99144161,251.49,287883976.40000004,0.7996652999999999,207276.49609882
141098979.90813813,268.26,290087274.67000014,0.8762207999999999,294656.22869578
161849527.07664472,271.83,289642874.67999995,1.1647251,305614.49410156
119218291.16707562,271.45,289139973.88,0.8493639,219768.33144303
100379264.99559264,269.6,287522583.3600001,0.8988672000000001,185500.84459819
131557408.04000784,254.45,273021659.71,1.0654413,255250.37455051998
167775995.66587374,267.42,286872754.62,1.1549706000000002,313866.69101367
92037341.45864868,264.71,279280726.85,0.9627260999999999,182662.53819968
79446649.60974479,269.31,273707736.44,0.7498512,166850.75923608002
83104296.0857134,249.61,279399729.5200001,0.39204690000000003,115640.19593485
59757684.2034006,241.1,44796112.429999985,0.32775540000000003,102291.52191812001
586034932.5849917,246.16,322066215.09999996,1.1341806,1117395.24699627
41813573.88957803,249.43,33173382.439999998,0.2622606,82136.97027029
35951422.1697192,249.54,30301192.400000006,0.2119404,77815.02281778
33356350.943296082,244.4,28590175.799999997,0.19121549999999998,81251.07578962001
36211281.464122616,231.43,23561943.089999996,0.22108170000000005,86907.25258245002
49239127.6989792,247.96,44189757.07999999,1.8212187,59268.00485496999
44802062.25311752,245.16,43864731.28,1.0699059,90937.10474843
47084842.37583271,263.05,50344413.510000005,0.47512920000000003,83259.30040253
40676601.77866392,255.09,47318380.47,0.4114736855712,82668.9803347
46105101.11284068,263.76,44880963.93000001,0.38227560000000005,95062.45069984
51477990.661089,269.22,37100956.91,0.4160267676117,111774.96433505
55940716.39707153,268.53,35545645.78,0.5364009,106872.57984843
41352078.244611695,273.92,37390350.339999996,0.5894216999999999,73411.45244991001
52620171.90534724,264.51,45629215.12999999,0.5843019,82304.86917653
45627084.14423719,269.01,51948488.90999999,0.4822377,74083.85725821
44112479.031275034,272.21,56764409.440000005,0.36882509999999996,73383.38321329
72813392.15831107,296.03,73640969.02000001,0.9360918,102942.06088283
56326652.19170051,309.41,91075854.31000002,0.32413591875,68156.09531076
69181535.30543198,307.37,98875291.67999998,0.6035022,98869.31691203
51845241.5229429,311.22,110565886.66,1.8134381999999998,66493.16584248
64305909.589171715,316.53,117129006.36999997,0.9485594999999999,94219.69330735
74734280.10181125,333.76,147545955.86999995,1.9884899999999999,75863.77986811001
77364199.54786585,294.07,136253170.65999997,1.7489640000000002,120971.32121288
73480364.20673946,309.37,148357303.21,1.11657,110572.93824965
70864016.53820892,317.32,159307790.67,1.9044900000000002,100406.57754228
65201915.95594953,290.15,156932396.45000002,2.15817,92941.54854633
65886983.705541156,294.17,165834507.42000005,1.328891916891,100618.15423889
59163595.16318969,291.61,169985314.6,1.6082969168909997,91830.33518419998
47117055.91746954,302.17,186337647.41,1.2004650000000001,61086.6523971
41840189.59894329,283.1,170658485.26000002,0.6485681999999999,80828.50380430999
51417725.49584802,287.9,168248202.89999998,0.28414259999999997,98487.63030691001
27921819.54889715,287.98,166692832.82000005,0.2420082,51255.375366570006
37115381.49484098,306.43,182731114.05,0.25645409999999996,51812.38072464
23404674.56469365,313.34,190954828.95999995,0.32411190000000006,30810.799351180005
31661847.978713803,307.89,192450532.21000004,1.0913195999999998,43523.02617671999
26763739.533060078,288.64,123436152.57000001,0.0635355,41665.732227700006
40828671.71498113,268.56,170805919.24,0.38271449999999996,75227.89280721
31655482.09160784,275.41,123293621.14,0.2399586,50166.43757161
19202581.54414276,268.94,118104868.98000002,0.2115708,39957.67759132
28995381.45231394,226.16,95039942.97000001,0.2359371,73557.31570025999
44615654.78079932,228.14,137928373.53000003,0.26896380000000003,107067.92015905002
32147372.821284417,198.71,113321559.35000001,0.28893689999999994,98028.36060805999
36803803.06641162,211.29,122656520.66000001,0.9973341,82034.96083855
30041772.27881364,226.09,131919547.22999999,0.824166,64880.62732846
33955529.92038993,221.28,129667285.02999999,0.82341,75464.71243916
19164858.585129786,228.71,129415436.17999999,0.704256,51959.87773247
18328616.484343175,225.4,127270547.89000002,0.792288,41255.202481930006
23943839.81101976,217.22,119973845.11000003,0.891828,61271.639746919995
26757420.740227073,212.21,117552746.36999999,1.031562,62222.16860311
22847033.863651164,216.66,119034130.12000003,0.966882,54987.47262483
19490896.97084108,219.41,116621816.03999999,0.9098459999999999,53347.399878069984
13853434.288737342,219.23,115071740.53999998,0.835548,34967.071000439995
23609211.418799084,219.85,112027425.70000002,0.844704,61286.031314210006
13644311.553758472,211.15,107147332.78999999,0.86898,33358.63112967
22173947.50847095,211.52,99871976.09000002,0.21651,70111.25134441999
20521920.919382423,209.82,98155118.60000001,0.318738,49556.39571882
18039513.537745178,218.7,99242308.21000001,0.125664,48243.40564009
14072589.499440663,217.51,95649994.4,0.06007679999999999,39343.09659299
16810900.11279912,217.7,87622455.0,0.003591,57230.38372673
10525664.770075554,217.73,82323070.76,0.002016,36348.7399535
11236769.785392571,222.7,78304100.82,0.002016,38462.98152399
47729291.48175022,233.19,108818078.87000002,1.7883179999999999,46338.347920399996
20498893.61412963,228.7,113437386.35999998,0.47943,28612.31291677
18523547.057774335,225.99,113314565.41999999,0.42777,38271.888923470004
20975773.43446032,221.18,129373586.17000003,0.684306,11064.31691883
25641957.4644431,210.47,129911320.97,2.3057999999999996,5.424885
14208656.040029516,206.26,141514513.12,0.56238,6.57675
11167659.694600945,216.39,159653445.7,0.49022400000000005,6.470035
32406660.194071118,211.28,320780566.65,5.100114599999999,51125.78606664
19154357.867121216,208.62,152375502.55999997,0.43373400000000006,32956.72519237
31825865.33919928,186.49,170210994.98999995,0.372288,65805.20135512
57829494.72689679,188.24,161403350.82999992,0.557655,154933.85592524
36820665.197702,185.41,156901293.77999997,1.062705,104884.78830752999
28719365.130231556,185.69,155334369.56,0.54705,82181.42395692
32092666.576626252,194.77,161191863.77999997,0.580398,86841.15322019
53777082.68278003,202.43,170347129.99000004,1.354647,126048.48369153001
49229298.85102142,196.55,176900384.78,1.383522,122079.45266095
53617449.70041513,187.32,281949637.99999994,0.7129500000000002,142969.52969435
57179129.65004217,190.74,157863496.05999997,0.77196,159981.55807093
53068387.184029914,194.64,163098524.98999998,0.8082689999999999,131158.85472111998
34766583.319535844,191.08,164548407.11,0.7287629999999999,79366.70932781001
32614222.231601615,186.58,282859452.0,0.6869099999999999,88622.97685889
36489193.719419755,188.46,164619134.72999996,0.781515,89510.41883735999
46256671.50608825,187.17,162036723.51000002,1.315251,127334.52860336001
51000028.375066504,173.01,148468882.98,0.8337209999999998,151165.54957374997
44638319.972954266,168.95,148981043.22000003,0.8032079999999999,120269.60867516999
35811082.1289619,168.52,149096507.4,0.769671,104776.41315017
38723860.95006116,172.15,150805949.41000003,0.8217300000000001,116826.63726006
30457547.16912918,171.42,151206009.60000002,0.823536,85799.54358622001
38392337.168556795,178.76,161227173.32,0.896259,97455.50947664
50106647.225683324,179.13,160676254.79,0.8176979999999999,142320.63332919
50392422.91099336,175.01,155504409.06000003,0.717465,148178.78149927998
44180099.331770815,174.38,157502190.96,0.8216249999999999,119334.00097238002
46069081.85570392,169.47,156263793.40000004,1.053339,126481.13545717999
43017809.42419919,178.32,164297321.93,1.026522,120967.85368024
46859247.28494797,181.67,285468767.25999993,0.9870370360000209,132629.49642567002
59685172.6016142,180.84,159173428.98,0.941115,181932.14905796
34698679.16829546,180.01,142006997.95000002,0.08702399999999999,141969.49543633
43424331.03006044,178.48,133264521.23,1.1754749999999998,142752.95991705
40899184.26177332,181.19,134080796.06000005,2.3992080000000002,116295.80276944002
254202811.6633476,181.56,168725372.28999993,1.9026420000000002,631675.88568582
40456400.84440836,188.9,177325624.61,2.478420000000001,102339.19735433
73438997.45338319,189.48,212426112.70999995,3.54438,102594.30246771
70554177.2340009,197.85,215235448.64999998,2.872674,194904.60797932002
82127797.72105092,207.9,212307179.95,3.0769199999999994,230790.60976679003
121411743.86986859,210.5,258040939.54,3.2471879999999995,325957.53911887994
45561494.73142622,221.01,27985009.23,2.956422,97729.21746059
53635262.054220274,218.26,80846972.26,3.4654200000000004,117796.16142828998
33514705.68161341,215.1,29630695.73999999,2.487891,77385.57699325
32043029.085208777,211.23,221341618.69,1.3836500999999997,78983.96995366
44574197.01231093,200.97,30621653.96,1.6247700000000003,100937.95661694
60900427.02399653,166.47,23089829.310000002,1.8705603,189883.29536301
76342142.88289075,170.22,51932890.440000005,2.1594719999999996,205884.35091980998
45270253.97187178,166.06,71661155.64000002,1.806735,127040.78776147001
51822511.54041053,174.39,59829026.210000016,1.85661,138827.3487999
122318709.11437006,174.14,217906981.19999996,1.877148,354761.9145592201
42430456.22643467,169.68,46049232.830000006,2.047689,123539.13481428
52642934.623114064,181.47,49703872.510000005,2.327493,143776.73291409996
27830423.764086585,176.39,52953682.32,2.1047596,65720.53022115001
19844379.75222228,181.06,53493348.31999999,1.485204,57171.034883579996
19123273.499692727,175.17,54009050.779999994,1.484112,48134.62085008
23287885.175278205,176.21,54296474.69999999,1.5252720000000002,66162.81713121
22517945.538316827,176.9,57424129.89000001,1.5387540000000002,55395.296540049996
24015105.97629919,170.26,58025594.53000001,1.5581160000000003,62417.363938949995
37338850.49190216,180.49,60942959.24,1.73649,105000.74735106
45417392.87161287,181.09,56956182.190000005,1.9421220000000001,136953.01971771996
67459613.71926844,193.43,52878348.629999995,2.07816,194935.3548266
34260279.305539906,191.73,60439794.059999995,1.873221,68398.65974143
35658886.463751614,180.94,57739224.709999986,1.67202,96586.12636417
25898122.89469261,180.09,57223415.78,1.5048276796875,72568.34904073
22807100.42541201,181.37,56268440.49,1.400364,66615.21478712
27236085.65179165,186.96,59888170.78000001,1.6697939999999998,67781.16553887
31019102.913120177,180.74,58055914.68000001,1.8417839999999999,85350.55301603
30461546.81646063,174.76,58441356.129999995,1.540434,80535.47838316
31560567.495221872,177.5,57911244.76000002,1.580082,92960.00792519
33336371.725528292,173.29,500545268.0600001,1.635375,85450.43064339999
20522559.709497213,172.37,60764157.42000001,1.5240120000000001,57152.09361206001
31453331.84232765,175.84,64375327.089999996,1.40889,82632.56861102
