transaction_amount_usd,usd_eth,transaction_count,transaction_count_sent,transaction_count_recv,eth_fee_spent,eth_fee_used,token_transfers,outbound_transfers,unique_address_sent,unique_outgoing_address,ether_sent_out,ether_recv_in
842901137.855917,4632.98,135578,124037,11541,632.8025870341658,39.301920995129976,45478,33590,28568,85193,90647.71992494026,91287.26314339096
750082631.1857526,4722.68,128444,116891,11553,566.7835955577034,37.50184548768664,40932,31520,27117,80123,75946.80065456465,82878.83038242125
815289856.0221229,4668.7,138871,127328,11543,566.2869416354255,34.93767515854458,41675,32226,27705,89105,82120.39630758301,92508.48454193032
817130125.731401,4645.64,142710,131176,11534,514.5415967952358,31.09980115581234,38967,31115,28017,93329,89602.69095181322,86289.14004055833
372956310.62904114,4627.5,126599,115167,11432,388.05703030147805,26.46266998392629,34937,27309,24258,82549,40761.95520220835,39833.68188672545
667691476.2960297,4561.38,114821,103831,10990,481.9973240137773,34.351397890672885,35805,26644,23039,72640,73864.30976836447,72514.96060508165
961228563.3544726,4210.14,134444,122912,11532,554.4229937776568,34.27624777006777,52798,41938,29133,75975,110160.64321072857,118152.08827907286
715302438.3107228,4289.75,129892,118395,11497,495.21618690459155,31.603930595641426,48717,37854,26321,75213,87794.8855520307,78951.99673964662
1038026783.4405301,3998.17,131445,119909,11536,545.3926953591679,33.807459984568496,45986,35884,28448,78265,132255.92399749614,127369.55051722687
838891702.9049861,4299.27,124135,112624,11511,438.27625642948095,29.048357744810943,43114,33724,28550,74032,91587.56589439191,103536.65354402113
452163407.1232796,4415.72,115447,103908,11539,339.2801596644907,24.764078494597868,38494,30273,24826,69440,48154.8116791389,54243.75687214596
346581906.4705615,4264.61,108522,97030,11492,327.40828149035974,25.275802598331808,34703,26672,23189,65823,45400.68047709219,35868.628198393155
723388500.0446498,4090.46,110275,98752,11523,441.952243769365,34.72507141669766,36116,26704,23098,67346,83154.779068033,93692.934891925
729505741.3098066,4341.17,120798,109269,11529,486.8743830937426,31.66190472767101,44658,34429,30376,69757,90072.65516786346,77970.92324758826
831402029.2964468,4271.96,140206,128944,11262,536.6954636240479,30.026269231225932,58335,36273,31427,87750,90181.45010225542,104436.95205891809
398788347.39723873,4523.8,127945,116441,11504,460.73594868445355,28.881332969991576,50608,40136,32731,71384,47400.96098646408,40752.438234818634
962086805.7506673,4042.55,119342,107827,11515,385.1514493360426,26.37680944511691,47798,36256,29837,66743,113948.48677156957,124041.59516944965
349193387.6728835,4100.3,107565,96062,11503,324.80065632053635,25.985619224482345,36582,28173,24769,63325,46453.62299807522,38709.26451573682
288506813.0553337,4297.92,97187,85675,11512,323.25177877410533,27.367081812424473,32885,24862,21828,56660,34731.56693179507,32395.511528328356
688192987.6077214,4448.49,108832,97304,11528,387.599648352649,29.167491382724037,38413,28632,25067,64580,79094.63465348005,75607.96951281492
1598472951.2952607,4642.38,114260,102735,11525,433.8276820964195,31.561007135726122,40357,30613,26377,67760,173405.6485832671,170916.21892763482
1284994251.889871,4580.57,109698,98207,11491,433.1084638635848,32.5830896323291,40011,29693,25446,64315,140416.62430572548,140114.89292681782
919435130.2268828,4514.8,110827,99579,11248,353.37116059292583,26.020021219749626,40669,30592,25791,64686,99004.68022534475,104644.45821420576
1372251387.8315217,4219.32,108576,97349,11227,341.2036422634558,25.37624120535422,40288,29839,25818,63503,163952.17920524377,161278.2815873773
2515186834.0328293,4124.26,121981,110548,11433,530.2427506663718,32.96672762629726,49492,38572,32709,65152,297436.08713835245,312415.57935038226
1123525029.5994546,4201.09,92246,80757,11489,261.452244095858,24.25629027070311,30393,22685,19727,53769,133376.03428970533,134060.51898562428
1629151409.5701952,4357.17,97555,86046,11509,289.9339221921615,25.17470391885141,35593,25669,22016,55940,187607.8335949701,186293.43938042334
616628752.9983023,4309.7,99499,87983,11516,254.9361085487197,22.515847832029607,34860,24707,21271,59218,80975.23990032927,62104.03545487004
613953918.3903745,4439.98,100329,88918,11411,224.40982464961255,19.05511283082515,35377,25102,22026,59931,63565.12376095651,74713.40866269734
929858449.9082357,4111.92,99497,88288,11209,232.83045086581782,19.39645996830549,35232,26055,22420,58333,111807.01998713956,114330.27108570127
1539321785.256902,3902.49,105969,94485,11484,243.60184941089517,19.753787889359685,36164,25674,21927,64250,194977.78078385873,199468.27423662873
400556301.8218766,4088.68,96869,85337,11532,196.9928247173549,17.846271545685976,29905,21818,19215,59354,47341.49156463456,50625.65231110934
229110877.93278277,4135.31,91410,79885,11525,150.9688062496152,14.96404530614847,26703,19555,17382,56443,30573.996080582066,24829.559622081764
735539430.4736242,3785.08,92618,81089,11529,216.29148012183373,19.66591411789221,30266,21215,18541,55882,94183.50792112511,100142.48531379309
563813481.6852608,3862.18,99014,87474,11540,207.33615434598758,18.166196919836363,31105,22926,20251,60475,74458.18092505255,71525.04142223859
930590904.2122539,4020.19,100922,89386,11536,251.0904682374831,20.94063614541299,31153,23309,20771,61806,115895.13493577234,115584.1991783501
780751046.570426,3957.03,96694,85229,11465,268.75271675320175,24.16105279516618,28460,21280,18941,59857,97903.54180092861,99403.79389539563
634332941.4697938,3876.37,115916,104679,11237,263.0552313975375,19.679112914086183,29797,22343,19800,76332,89218.6785474831,74422.29005711187
505292355.52336967,3961.96,97005,85508,11497,169.4998743074868,15.216863027317308,28049,21317,18854,59626,56081.02332570124,71454.93249499601
168513930.70087177,3924.55,90509,78989,11520,134.98554365801954,13.442278522500956,25811,18872,16396,56087,21694.945417770352,21243.462985963008
486001797.5807071,3945.57,94551,83044,11507,174.59223655307716,15.847296588358894,29572,21076,18285,57597,65100.68541824969,58075.88921626625
590811522.2335815,4017.7,102713,91171,11542,194.27697964723612,15.875636697247193,33251,24842,21610,61457,71009.82250189925,76042.35218351318
451190871.2228021,3982.7,104116,93047,11069,231.31807903572377,18.02717458212695,33862,25169,21981,63376,55090.08272091666,58197.60433128465
1004261747.117623,4112.35,106665,95148,11517,237.33088856215,18.756503802384287,33362,25103,22094,65154,129684.4269148024,114521.86562294922
