transaction_amount_usd,usd_eth,transaction_count,transaction_count_sent,transaction_count_recv,eth_fee_spent,eth_fee_used,token_tranfers,inbound_transfers,unique_address_recv,token_contracts_count,unique_outgoing_address,unique_incoming_address
60798.16524584375,0.91,44,37,7,0.0392622,0.1287645975546133,0,0,0,0,25,7
175403.78468291,0.97,86,74,12,0.077815499999958,0.23118284341189635,0,0,0,0,31,10
32720.760674879995,0.96,43,32,11,0.0336,0.23004731559830396,0,0,0,0,16,7
32418.5898157506,0.99,31,26,5,0.027348698035617,0.029643079510922665,0,0,0,0,12,3
159179.39434449121,1.01,33,25,8,0.02625,0.17832535657645865,0,0,0,0,18,6
1089330.502445361,0.99,31,20,11,0.021,0.18157735657645865,0,0,0,0,16,7
85544.51354675888,0.94,51,37,14,0.039072072570111,0.2817692746201493,0,0,0,0,19,11
27083.037757484803,0.91,22,18,4,0.019005043668786,0.028562479510922664,0,0,0,0,14,3
5348.383397523,0.9,12,10,2,0.0105,0.026401279510922665,0,0,0,0,10,2
12396.478754781,0.9,19,17,2,0.01785,0.00230735829519526,0,0,0,0,14,2
26975.7041484779,0.89,32,23,9,0.024194657780538,0.17940595657645864,0,0,0,0,18,9
7721.590535017199,0.87,24,18,6,0.01898691338586,0.079203838532768,0,0,0,0,18,5
29573.172790173994,0.85,27,22,5,0.023116800718662,0.1266033975546133,0,0,0,0,20,4
318.888788204,0.85,9,8,1,0.0084,0.0010806,0,0,0,0,7,1
4165.855992618,0.87,18,15,3,0.0165744,0.07596203853276799,0,0,0,0,11,2
1704.3611814024998,0.85,17,13,4,0.013739349774948,0.028576200415785492,0,0,0,0,9,3
8716.108783659372,0.85,14,8,6,0.0088122,0.030723679510922666,0,0,0,0,7,5
20325.4461020268,0.84,29,27,2,0.029690053649334,0.0021612,0,0,0,0,20,2
7563.3909099,0.87,15,13,2,0.01365,0.026401279510922665,0,0,0,0,10,2
71626.771153539,0.9,25,19,6,0.020395221210231,0.10344391804369066,0,0,0,0,16,4
60563.7331631154,0.93,45,37,8,0.039442607718183,0.15408527706553599,0,0,0,0,18,6
68786.76410669759,0.93,41,34,7,0.0369366,0.15300467706553597,0,0,0,0,24,3
34775.32529094571,0.93,35,31,4,0.03255,0.028562479510922664,0,0,0,0,18,3
73078.49981846989,0.97,33,30,3,0.0315,0.0032418,0,0,0,0,16,3
2882.47748792966,0.95,12,8,4,0.0084,0.05280255902184533,0,0,0,0,7,3
30326.653298956495,0.95,20,12,8,0.0126,0.17832535657645865,0,0,0,0,11,5
16700.831686079997,0.96,21,19,2,0.021145585043354866,0.0021612,0,0,0,0,13,2
75482.75631990399,0.95,30,25,5,0.02958826469744,0.10236331804369066,0,0,0,0,20,4
28724.3319416922,0.99,34,25,9,0.0287616,0.15516587706553597,0,0,0,0,19,6
5887.538612434058,0.99,23,17,6,0.018288947473284,0.054963759021845325,0,0,0,0,14,6
13286.2820007357,0.99,33,24,9,0.0256122,0.0097254,0,0,0,0,20,5
67753.7613673935,1.05,59,49,10,0.05238549560467379,0.22896671559830398,0,0,0,0,25,6
110397.42278276429,1.23,90,77,13,0.0812622,0.2079684360873813,0,0,0,0,38,10
51168.8526108617,1.13,48,45,3,0.047259427801845,0.05172195902184533,0,0,0,0,25,3
133704.25054818278,1.16,42,32,10,0.0336,0.22896671559830398,0,0,0,0,27,9
96829.45334112542,1.22,99,81,18,0.0866988,0.3588119131529173,0,0,0,0,58,11
46896.707853399996,1.22,61,48,13,0.051623190946764,0.23264075559830397,0,0,0,0,35,9
105426.93119312983,1.31,61,56,5,0.0604488,0.078123238532768,0,0,0,0,43,5
191833.7745865086,1.47,110,92,18,0.096701324999979,0.26206771510922666,0,0,0,0,54,17
90898.5631007441,1.37,75,59,16,0.0635988,0.28447971012014933,0,0,0,0,41,10
187496.8179884469,1.53,72,53,19,0.05600585,0.456822231196608,0,0,0,0,36,14
136779.01865724864,1.54,109,100,9,0.108003393411562,0.17940595657645864,0,0,0,0,53,6
71200.25178213585,1.52,74,66,8,0.071159383260309,0.17832535657645865,0,0,0,0,50,6
432352.79833199363,2.03,115,92,23,0.098570570916222,0.33997483364199466,0,0,0,0,64,14
353531.28063434997,2.1,142,104,38,0.1135908197759911,0.84113637278666,0,0,0,0,68,30
411478.04792165,2.5,166,126,40,0.135535590747741,0.7704263853276799,0,0,0,0,88,31
535889.7828148397,2.3,160,111,49,0.11807023861344,1.0225562646486808,0,0,0,0,75,38
521159.24669798,2.42,238,208,30,0.224895623544279,0.7353803058167573,0,0,0,0,155,20
237860.085741075,2.55,113,94,19,0.1020946344315049,0.40851696492617223,0,0,0,0,72,12
342968.87877106114,2.41,117,106,11,0.113361,0.15753257770495258,0,0,0,0,80,10
229178.13977829332,2.43,101,83,18,0.0932306,0.3345718336419946,0,0,0,0,61,10
194994.85659717867,2.2,91,69,22,0.0776436227349732,0.2904140746201493,0,0,0,0,53,13
196608.95946938745,2.17,91,79,12,0.084844898134968,0.25536799510922664,0,0,0,0,60,6
112621.02748155002,2.45,56,51,5,0.0548223068313,0.029643079510922665,0,0,0,0,43,3
91838.828006046,2.53,83,59,24,0.06321584327952,0.09865463853276799,0,0,0,0,50,6
81634.43906375598,2.57,76,64,12,0.069247973715717,0.13370691897867854,0,0,0,0,48,11
238200.1280757862,2.57,98,91,7,0.098466869075007,0.056044359021845326,0,0,0,0,67,5
163720.07218232914,2.53,66,52,14,0.057765811359783,0.18496201520661287,0,0,0,0,35,10
1207459.19045772,3.0,137,119,18,0.12736685,0.2860916746201493,0,0,0,0,89,15
810681.10312608,3.16,192,162,30,0.173210078232093,0.6384199877730666,0,0,0,0,100,23
1475570.2321179868,3.76,217,179,38,0.190003205269632,0.7440251058167573,0,0,0,0,127,28
1319103.9507061804,4.35,342,252,90,0.2719995744459555,1.9394694428301225,0,0,0,0,184,62
2840031.8615936697,6.38,460,370,90,0.39698420897369124,1.649154189726272,0,0,0,0,264,63
2750677.5906844167,5.27,453,369,84,0.398313071644832,1.9815916222517678,0,0,0,0,242,62
1451686.0686477767,5.22,250,221,29,0.236959379706889,0.540379069729376,0,0,0,0,147,20
482737.35574906395,5.2,146,131,15,0.139645084616766,0.2587580891217472,0,0,0,0,101,13
961164.2300837742,5.22,185,133,52,0.142226658898923,1.2197150165242878,0,0,0,0,106,39
2159076.79639568,4.25,180,140,40,0.14994411183545,0.8673867033713706,0,0,0,0,114,25
446630.1150349466,3.86,188,162,26,0.182629528614733,0.6098575082621439,0,0,0,0,122,14
1394861.1370307803,4.36,205,178,27,0.191312422761195,0.5624579492402986,0,0,0,0,129,22
301781.2711534085,4.45,105,102,3,0.1095732,0.0032418,0,0,0,0,84,2
132538.8731690575,4.37,100,95,5,0.10099193104404,0.005403,0,0,0,0,71,4
132492.3812243275,4.63,82,76,6,0.0830976,0.22162393880921638,0,0,0,0,55,5
610239.4576457759,5.6,137,110,27,0.116571208844499,0.5139777902184532,0,0,0,0,82,17
765789.663220416,5.7,142,93,49,0.10634619285409508,1.3106831590917456,0,0,0,0,77,39
679061.7033592308,6.23,145,114,31,0.124509812134238,0.830269308262144,0,0,0,0,97,23
717825.0812703306,5.93,193,162,31,0.173623488583255,0.46975883119660794,0,0,0,0,131,25
353429.3957967047,6.03,154,141,13,0.14947663746065773,0.18372835657645864,0,0,0,0,113,11
853191.9337046723,6.31,170,131,39,0.137591006705376,0.7693457853276799,0,0,0,0,101,22
515736.65172835,6.5,159,149,10,0.157695105775938,0.156246477065536,0,0,0,0,96,8
673322.475766115,6.35,197,171,26,0.180013137713589,0.533924154131072,0,0,0,0,121,19
719271.0478982029,7.59,208,179,29,0.189332000939595,0.6360426677730666,0,0,0,0,139,22
19639807.12806114,8.7,333,240,93,0.253631493963765,0.7278635472839893,0,0,0,0,175,89
3859047.92636749,9.35,515,464,51,0.490973497001056,1.1433207379915198,0,0,0,0,326,43
1223069.082706566,9.96,307,276,31,0.292463696022096,0.6388522277730666,0,0,0,0,216,25
3739416.4657868696,11.0,556,491,65,0.521181853049135,1.3022844309662558,0,0,0,0,309,41
1346409.715415699,10.98,319,273,46,0.288389779670405,1.1583881419041386,0,0,0,0,202,33
2639506.738096821,9.5,301,250,51,0.264734983789892,1.0699215394587518,0,0,0,0,195,36
1351632.783284077,9.88,290,264,26,0.279940346675215,0.5594322692402987,0,0,0,0,190,16
1747312.9657480037,11.55,211,186,25,0.197008611759,0.5092231502184533,0,0,0,0,144,19
1227691.739048711,11.11,244,218,26,0.187589401922372,0.5339533308042643,0,0,0,0,173,16
963083.0659036218,11.25,218,204,14,0.086415222568507,0.2549357551092266,0,0,0,0,164,9
4305415.9455543775,13.25,431,397,34,0.168767189403856,0.5661319892402986,0,0,0,0,257,21
2678132.68293675,15.0,354,313,41,0.133064937754958,0.7420800258167572,0,0,0,0,248,31
2326401.3707537497,12.5,402,359,43,0.151800505288551,0.7403293058167573,0,0,0,0,279,26
1692422.4577506862,13.09,333,303,30,0.128518095913262,0.7098435063058346,0,0,0,0,245,18
1481392.758318802,12.92,257,234,23,0.098655600965915,0.38326811266384,0,0,0,0,189,18
1260670.6868753426,11.14,361,332,29,0.14211413542461,0.6098575082621439,0,0,0,0,243,11
1087120.4843123837,10.75,307,276,31,0.117500997970079,0.5864819087512213,0,0,0,0,224,15
913410.2739379095,10.55,226,199,27,0.083922235351815,0.48455083070753063,0,0,0,0,170,15
554711.2345249152,10.06,174,163,11,0.068880126143702,0.12915924540255438,0,0,0,0,135,8
1590471.2799131968,11.97,228,209,19,0.088214934404277,0.18241939657645864,0,0,0,0,162,13
958288.5483201375,10.96,183,168,15,0.0710831,0.2802171400746771,0,0,0,0,131,11
995825.2077371438,12.29,181,169,12,0.071539924583189,0.154517517065536,0,0,0,0,143,9
503079.5293768692,11.13,183,176,7,0.074751407910675,0.027931639510922663,0,0,0,0,145,5
681021.0590006084,10.69,152,138,14,0.059897872915824,0.2798241946201493,0,0,0,0,110,12
210042.17152698996,11.0,119,107,12,0.045477594618513,0.2042943960873813,0,0,0,0,96,7
403239.2033947179,10.5,133,123,10,0.051769520356186,0.17854147657645864,0,0,0,0,99,8
1007724.9588686822,11.58,201,176,25,0.074773949408683,0.5085747902184533,0,0,0,0,138,13
7566379.180382816,11.73,226,204,22,0.09278044458514138,0.3330372336419946,0,0,0,0,146,14
1591015.7956197846,11.88,369,352,17,0.180515561091088,0.23133179559830397,0,0,0,0,265,13
1260363.7707266437,11.41,203,167,36,0.070281608567467,0.8119907043495252,0,0,0,0,133,11
699234.8126879043,11.63,144,129,15,0.054537234826429,0.2802564346201493,1,1,1,1,103,8
606179.9030010382,11.61,105,98,7,0.041492734444821,0.10256719804369066,0,0,0,0,87,7
339805.5976832526,11.58,90,87,3,0.036847138844806,0.05107359902184533,0,0,0,0,75,2
547606.0391757753,11.1,158,143,15,0.060569666360954,0.20567807613611008,0,0,0,0,105,11
797595.1572996278,10.39,151,130,21,0.055257255947721,0.2330801182663834,0,0,0,0,111,11
805671.8039605104,10.79,159,126,33,0.053258396068755605,0.7360286658167573,0,0,0,0,101,12
539605.7462783735,10.08,163,155,8,0.065355294009828,0.15278855706553598,0,0,0,0,117,6
906933.4538063915,9.74,188,149,39,0.063180965201019,0.7883989848386026,0,0,0,0,109,15
6544881.589993278,9.16,236,155,81,0.065581706229935,0.28318727510922664,0,0,0,0,114,74
993491.5096077832,8.8,245,236,9,0.099539912144664,0.153296640013909,0,0,0,0,146,9
838811.1527649935,8.72,138,129,9,0.054742271235842,0.10355600396968066,0,0,0,0,106,8
1213218.0072877093,7.54,211,199,12,0.084649219403409,0.2042943960873813,0,0,0,0,150,8
1376957.5126606612,8.02,220,212,8,0.093201157882838,0.17767699657645863,0,0,0,0,151,6
3949721.107856102,8.48,204,129,75,0.05704478713066,0.1561638775546133,0,0,0,0,107,72
446172.859413837,8.22,129,125,4,0.052660979244535,0.05150583902184533,0,0,0,0,104,2
787308.671338264,8.48,99,93,6,0.039430831417015,0.05237031902184533,0,0,0,0,79,6
1062740.2987247128,9.45,110,104,6,0.04415392232613057,0.05237031902184533,0,0,0,0,89,5
349122.6757718728,8.92,132,123,9,0.051860738136557,0.078555478532768,0,0,0,0,88,7
209534.2190204961,8.77,129,128,1,0.054335271748266,0.00043224,0,0,0,0,105,1
679757.1032326793,8.54,141,126,15,0.053122745942027,0.20559111608738131,0,0,0,0,99,9
492131.22934359283,8.16,115,105,10,0.045614653349245,0.22831835559830396,0,0,0,0,88,7
492922.94852286665,7.83,156,148,8,0.06293048425893434,0.028346359510922663,0,0,0,0,112,6
4603016.89166901,8.31,199,108,91,0.045549962944043,0.26256399119315615,0,0,0,0,64,88
252012.9156907192,8.0,106,95,11,0.040139672054262,0.17897371657645864,0,0,0,0,72,6
810714.8338878144,7.43,161,155,6,0.065506329341764,0.077258758532768,0,0,0,0,119,5
683345.0088303734,7.5,155,128,27,0.054116868232166,0.5592039092402986,0,0,0,0,103,9
662811.5682530378,7.77,130,125,5,0.054517015213757,0.05193807902184533,0,0,0,0,99,4
368733.4371067114,7.3,138,131,7,0.05798068831890314,0.10261096906641991,0,0,0,0,101,6
304402.4500645392,7.52,140,136,4,0.06283600177443306,0.05150583902184533,0,0,0,0,107,3
7524079.846569913,8.83,454,415,39,0.19796090580840528,0.041397639510922665,0,0,0,0,280,39
433840.42183463287,8.76,287,280,7,0.127844863099029,0.1274678775546133,0,0,0,0,216,4
1293102.04168204,10.03,383,372,11,0.164131824535979,0.03049578986954904,0,0,0,0,259,9
1298565.35444386,9.37,320,295,25,0.127963345427946,0.5092231502184533,0,0,0,0,216,10
723019.3418228461,9.43,284,269,15,0.11714481424564616,0.305189947684973,0,0,0,0,201,12
790332.4462965067,9.79,275,262,13,0.113596757002659,0.20472663608738131,0,0,0,0,214,9
1088333.5603360166,9.27,295,291,4,0.12473854524318433,0.00172896,0,0,0,0,213,3
703147.1649067419,9.3,217,213,4,0.09237221275107,0.026617399510922665,0,0,0,0,164,4
531316.5399872407,9.44,269,260,9,0.117110120034144,0.10344391804369066,0,0,0,0,183,7
4280538.980970722,9.32,398,352,46,0.15156240040448077,0.06921383902184533,0,0,0,0,276,45
884873.0806379209,9.39,408,403,5,0.173789280693337,0.1266033975546133,0,0,0,0,291,2
7952772.781269585,9.97,584,453,131,0.20554174616771506,0.129939638532768,0,0,0,0,355,130
2617220.3075932167,10.1,680,621,59,0.27243277269392824,1.3445894540789012,0,0,0,0,455,8
8090803.297697603,10.48,959,862,97,0.4111305910844349,0.2414107960873813,0,0,0,0,558,92
9986017.653510408,10.14,908,746,162,0.33770642799815725,0.2177819130458352,0,0,0,0,489,160
2193070.828805177,9.94,325,318,7,0.15442078423884587,0.10257943804369066,0,0,0,0,209,6
2048981.7090042913,11.04,337,332,5,0.148876119376722,0.0021612,0,0,0,0,227,5
973079.8228810176,12.26,443,430,13,0.19357207174717483,0.17983819657645864,0,0,0,0,287,9
3570917.010404848,13.29,546,522,24,0.231692052924591,0.5081425502184532,0,0,0,0,332,14
16157164.10644359,14.49,666,444,222,0.1917267883012466,0.5202852759851094,0,0,0,0,293,180
1771375.880908582,13.73,509,480,29,0.20967120408336584,0.5850582219165732,0,0,0,0,328,20
1115843.979021459,13.95,287,278,9,0.12491989430508017,0.17810923657645863,0,0,0,0,195,7
804360.5085320807,14.21,278,269,9,0.122055338662155,0.20340543608738132,0,0,0,0,193,5
1324016.5062288935,13.45,382,364,18,0.15586120056259048,0.3563424477544478,0,0,0,0,256,13
1749981.5869798649,12.62,475,452,23,0.19790745861371792,0.45793343119660795,0,0,0,0,307,12
2710431.513984574,12.53,412,404,8,0.1781741483900604,0.12794206389342133,0,0,0,0,269,7
1423381.7407105586,12.37,405,401,4,0.170104867756157,0.026617399510922665,0,0,0,0,280,3
2474662.579971532,11.11,763,747,16,0.32915199901005604,0.33059827091359684,0,0,0,0,512,14
7732334.413354686,11.56,2715,2561,154,4.609574412581834,0.11485991390917934,949,873,542,1,901,153
