transaction_amount_usd,account_balance,transaction_count_recv,token_contracts_count,unique_incoming_address,ether_sent_out,ether_recv_in
18525948.161088802,4801.713734685503,3875,89,3770,8857.86108071,12494.74508453377
13855517.804582171,4927.208769405813,1401,88,1336,7884.94379517,8012.068303067878
10396038.219689906,2355.9580591696235,900,92,878,7388.57064653,4820.517104133425
14235209.827672074,1894.468229931071,1500,93,1427,8411.65170118,7953.103753855893
13707708.87310581,2250.671344079534,1400,92,1324,7830.93222059,8190.23289524194
8531375.036624668,586.2512120570167,701,98,693,5816.33786035,4154.2985407774095
10452330.750867873,0.000953738503142799,1300,96,1249,6334.70321606,5751.2914312901985
14597682.522454638,1594.2592752673138,5222,97,5114,7793.73063006,9391.740070482296
16054549.526698517,3085.4375100738866,3751,99,3606,9093.49299931,10588.677343220272
17237157.740453478,4466.437064281436,2489,99,2378,10780.65746053,12167.644085744918
15636436.97582119,5876.298142783526,1905,101,1851,10480.78835639,11894.377242999248
13421803.218874518,4863.328634176934,2008,102,1929,9736.844233,8727.090201153027
7788532.099037896,6061.282323886316,1126,101,1094,5107.30060025,6307.813131301951
7252201.196150181,5051.485318400711,1074,102,1039,5537.5273012,4529.940626156019
7766802.758293275,3395.0239109571703,1101,103,1069,6398.45862104,4744.410677248822
7434829.957591598,3604.7745062129457,1519,105,1485,5281.31720409,5494.423357089775
13593316.076532483,7978.880656552578,1501,103,1458,8895.67960436,13273.962533016633
13064734.296885801,6558.349577248247,1000,102,950,11407.74057538,9990.212610033072
11431377.38072168,8886.67803158636,1400,104,1348,8352.05879224,10683.422167448412
8078032.400554261,8541.965578521611,1152,104,1129,7517.67447382,7175.267195825251
10101826.587771341,10588.35280374821,1300,105,1264,8374.58241548,10423.710389930216
7040500.992795573,12150.321687662381,800,107,770,5554.31429894,7118.714218377204
8443976.61251953,11725.744456107466,1000,108,967,7783.31518778,7360.929682854234
10494802.87127568,13788.655698479219,1001,107,964,8339.18876546,10404.543032999896
6117239.050376316,11311.395782945416,900,105,877,6902.888015,4427.640519287199
10185939.204092542,12081.419618444243,1100,104,1037,8978.87816325,9751.127912348147
7217594.780078302,10958.892888108196,1100,106,1066,7498.15526382,6377.565245404665
6851242.477054514,14416.7626371858,1200,103,1161,4819.9808892,8279.658653169197
13635036.398452904,16532.67677984866,1200,104,1132,12961.5086272,15079.69733362859
8900370.636304224,15836.998195712615,1200,105,1150,10262.98265823,9569.38651219699
9394585.642949346,21430.2279845561,1200,108,1126,7736.01987545,13331.380036978739
6621399.199794401,19244.255924948375,700,107,679,9715.84136195,7531.87731425318
7495553.1220898265,18128.133636624516,900,104,869,10073.5458881,8959.395867244642
5240994.700296065,18217.047854641245,1200,104,1169,6604.47460411,6695.179519005348
6548029.121319334,17475.31099965317,1200,103,1173,9012.0911826,8271.871127864126
11305779.938867137,15010.14649402224,1101,112,1071,15926.46744228,13463.62286360317
7229993.526940162,15427.231125340964,1200,109,1146,8481.77953122,8900.937577284225
6992414.581190995,15406.251963455308,1200,108,1153,9242.91268752,9223.78368430357
5182932.2771703,14410.280865174613,1200,110,1169,7292.4739628,6298.181263679704
4442539.569310745,14201.413980716105,1201,105,1173,6101.48823062,5894.028359931491
6136223.116616334,17303.927163526867,1000,108,979,6417.52213403,9521.547730940476
4455711.503288895,14750.353060299518,1000,103,971,6835.51113267,4283.752950203066
5792515.858256386,14446.556365503664,1000,108,970,7409.32162013,7107.534322570581
7951494.657371326,10332.308601475159,1000,109,961,11621.40078111,7508.8642432406
7789258.809076285,9455.081482748914,1101,108,1068,9486.10229454,8610.777053715856
8057228.238832396,8947.981134977705,1000,109,959,8408.43396778,7903.3956482386175
9066698.245825047,7966.641352212831,900,109,862,9648.24136187,8669.800996755037
5822054.005105121,8241.018986962308,900,107,873,5651.68341726,5927.811014023677
8088187.499608459,7740.796123125991,900,108,864,7820.25100797,7321.914113453682
6702507.521284207,5585.65455672077,901,112,859,7626.29780821,5472.980088254923
7248472.754735419,6075.757638168535,1000,111,943,6958.77832793,7450.844864991731
9020445.663899645,5946.019040117016,900,108,860,8642.03464927,8514.2772376402
10037835.53672789,5434.198954182371,1100,107,1046,9102.61279886,8592.998548390578
9317103.892721152,6957.683148414218,900,108,861,6785.63872447,8311.101007076362
9640573.994585894,5216.789007187027,900,104,853,8834.53281649,7095.82393382131
12868265.700935349,7979.736628739822,1000,110,916,8972.5102613,11738.328907797495
13510926.796238363,6041.511545793206,1100,111,1041,11455.55704167,9519.908774606783
16244805.061017055,6093.871845765735,1806,109,1750,11520.55050437,11575.781422859764
16025108.381783001,8306.199742848668,2935,109,2819,11863.65293755,14078.27700236388
12403137.46742495,7914.4215312230135,500,108,475,9570.49117629,9180.945013028844
12149180.131279241,10342.024765098518,1501,103,1464,8227.58915274,10657.244651496147
13390150.871797007,8993.45109422115,1704,111,1625,10475.10292215,9129.229120538364
16279520.959894778,8821.978222320608,1096,104,1013,11893.07103495,11724.054728341958
13119557.7040958,6929.437433686011,700,111,659,10735.09582542,8845.164612905772
11313662.732163465,5946.037795395798,1100,111,1030,8923.45996004,7942.213974700787
20023834.854797553,4216.777094599091,1202,108,1107,15441.9838126,13715.826792283293
19229733.69296779,3248.2923855880003,1005,108,902,12847.21122113,11881.748544523909
20002766.789321814,4359.703544302505,800,112,723,12196.37333782,13310.527606215162
14308232.731038734,4696.178745881712,1401,114,1337,8591.70954599,8930.434923674618
11600906.589635657,4383.832024055777,1308,113,1272,7493.78530616,7183.660751654064
11978362.818332123,4557.773837494039,1711,109,1650,7871.99229886,8048.213467131657
12073657.14627539,4078.4283711170187,1401,108,1367,8311.44620896,7834.339568163779
11602310.914654944,4759.202758585405,1401,110,1358,7380.27962479,8063.317104288686
12284432.267196622,5646.2627372214065,1708,117,1631,8043.32743499,8933.265297554632
9941988.720615124,4331.343235019829,1004,115,968,7989.95978707,6678.067242459545
8651931.95408998,3843.204864263547,1001,114,972,6570.89044654,6084.793764579859
12506884.009264138,4415.530684520561,700,110,666,8286.55924591,8861.662446667036
16423909.49163941,3292.972195824777,2923,111,2832,11849.29999643,10729.313841212334
9272970.413076535,2850.6622144939024,1807,114,1746,6790.56508332,6350.654820705473
9978982.498393754,3746.6524661946714,2070,113,2017,6611.09243639,7509.043541640553
8547799.19946653,3035.742983544663,1119,115,1083,6748.68394882,6040.147553419041
7257138.715952261,2896.412962608263,1510,117,1446,5300.45169522,5163.003638707737
7902757.033049914,23857.780489262845,1427,114,1391,5195.83551398,6157.884812217709
8762017.389306344,2735.3136324354928,1502,115,1474,6435.81695803,5816.182467693755
9361150.755192291,3483.566292040439,1505,109,1455,6342.89947492,7092.937585623239
11837502.800785363,6176.394465807437,1500,114,1453,7888.43234891,10583.421469180885
10986989.855728984,9476.806994625564,1501,117,1425,7869.30928054,11171.937588195351
9592518.123128047,11775.860735266135,2455,118,2415,6808.51099972,9110.302991763509
7864094.605077529,10647.197412918882,1178,110,1165,7287.55339982,6160.630681233286
6355647.215975636,10558.514392667674,1000,117,985,5468.5697845,5381.6883689683755
6482778.975824445,9239.335132938948,1000,107,980,6349.10738458,5031.376738417762
4130608.487711149,1169.8529497140833,0,111,0,8067.12201963,0.0
15461755.104963956,30104.68616734133,1563,119,1489,9426.42879534,17862.713450311978
12892278.76378631,8173.617445197144,1509,112,1476,12284.29915103,10856.637745484772
9488613.874660315,9681.692484417421,1506,112,1457,7463.30922595,8974.876375387967
8385887.573482124,29526.063047766387,1006,111,982,7568.39232172,6914.755764637963
6627698.739799776,11228.108746066062,1000,117,965,4349.50052865,6873.805213310233
7535438.078957972,7284.770607043433,500,115,500,8057.17002516,4115.610536609794
18765498.064650483,11533.733456106449,2504,113,2348,13741.43018681,17994.035245282277
18831050.774768133,9339.815710320314,1038,113,997,16575.38375078,14385.027236458594
12886541.810868695,31616.972076677634,1002,114,965,9898.00433166,11356.394168865638
7284134.721412928,10749.108162376771,500,114,500,6208.10418551,5842.942603936309
6318487.090226548,10879.597260240675,500,116,500,5203.47630191,5335.239552024698
6240597.495550432,11001.332018711619,500,117,500,5197.06596639,5319.967798735945
5844190.183725754,9414.168683865606,500,117,500,6361.55505518,4775.751389393987
5532142.843543768,7136.767336746438,500,119,500,6345.61004111,4069.7958584358316
3619268.75351387,4468.928349817959,500,118,500,4992.40739625,2326.195627861521
10276096.781491032,13491.857184246672,2500,119,2430,6274.90738384,15299.933643854798
6337105.041671892,14614.664445410386,2000,119,1961,5533.12735958,6657.59853479295
5134682.683235806,15459.74002825967,1000,113,991,4842.91134795,5689.555028608033
5237701.152237009,16649.624228928165,1000,112,982,4671.50719492,5862.463989338495
3670632.8008519392,12651.2255739286,500,116,500,5693.37461572,1696.0701659604345
6403643.152478359,13576.972065314409,1500,117,1484,5721.98733055,6649.094624665809
6349672.233016162,13422.026464883975,1000,117,985,5972.9412859,5819.559843297068
7075568.930949,12797.483275270779,1000,123,978,6909.92879114,6286.820184816804
6595921.317984059,14322.221466901952,1014,115,999,5509.59832186,7035.661616866173
5584113.870520526,11360.270322368784,986,110,976,7521.66593602,4560.97615875351
2980407.7508585574,11062.013225051382,500,118,500,3291.3485858,2994.044621122598
3299560.9258620385,9378.17847161855,501,116,501,4465.20321443,2782.596732548668
4563091.76714152,11624.141940258784,729,118,730,3848.98510268,6096.291404755421
4850300.281177197,12711.490775216627,506,113,506,5101.18246586,6189.6138495578425
3228987.111487375,7282.908280129574,1531,122,1532,6368.13546312,941.3995940104472
4450088.840482462,8667.239655376683,335,122,335,4595.35352276,5981.96355387639
4760728.183291786,9683.928288134432,503,121,503,4959.56745162,5978.349109647747
4698523.832161477,10064.401682342863,545,120,545,4987.67823444,5374.73152287436
4297251.723019979,10285.859560605131,502,120,502,4639.77600943,4868.469865157851
3892502.021681579,8813.256638288301,501,121,502,4814.02811526,3353.5450554177014
6058752.659383313,12256.783757159203,500,119,500,4831.71221539,8283.890467548224
3532220.723093266,11857.325352300262,500,122,500,3976.65744719,3583.9083249653677
4748071.696769993,10215.621194734533,500,122,500,5895.96621498,4259.250760252579
3761139.941511508,2188.28210723393,1,120,1,8003.6155766,0.001859
7160241.702036245,7701.021004363422,500,112,501,4609.61153331,10129.158154502611
5717178.631719031,6771.37474924538,500,114,500,6343.31526033,5415.829583700176
8764263.341663944,11464.123144426898,530,117,524,6947.23067428,11641.603086778674
6594128.593867488,10097.89988693599,500,118,500,8302.37530695,6937.469833606723
8467288.494819775,14145.834962134779,590,118,581,7476.54378261,11525.876592218376
3162745.479583941,6803.676200026279,0,118,0,7339.68921488,0.0
2128645.179917662,1878.4390031392547,0,117,0,4922.1781897,0.0
6929271.397536276,10709.300015489116,500,108,500,3569.94820963,12405.68557451782
1516012.0965205883,7332.983853074813,1,117,1,3371.76303661,0.0
5519465.768159358,6502.7816410757105,500,120,500,6178.92587718,5349.9843435183975
8473026.980017442,11348.409487906578,1000,120,961,6065.41329126,10912.559257165927
5706846.846649804,9448.569595366682,500,126,500,6905.88953458,5007.698304445103
4265888.3371385215,10583.76711751824,501,120,501,3982.98367021,5119.5199831315595
2252751.7365225065,26064.50020105524,0,118,0,5019.05297327,0.0
1724083.4453139335,1823.0484721117407,0,110,0,3739.55284859,0.0
833927.3989357409,0.0130945467406946,0,114,0,1822.19468794,0.0
6535949.096013125,6952.195601467097,1000,117,972,3791.42239898,10744.860980716918
4543661.974097072,6330.233870230714,500,121,500,5048.45375319,4427.972246553618
3795249.1069176444,6774.4250468090395,500,123,501,3803.68607996,4249.380264713325
4698591.422364946,9123.236911996488,500,120,500,3909.58499026,6259.865959602449
5495031.245916479,13078.519579621463,500,115,500,3871.34758452,7827.924799214974
847497.8466753096,11268.098373003137,0,112,0,1808.76714689,0.0
1268487.803054052,8545.834377578136,0,112,0,2720.90905846,0.0
9129945.161669824,12536.724199360378,627,120,608,8002.09068475,11995.160852112242
3250215.726213664,7310.559947527677,373,119,373,6373.96934985,1149.852327072299
4036575.0316011803,6431.183633606373,500,121,500,5245.92876338,4367.939890253697
6710658.855597373,8151.173011432291,1005,112,974,7306.6295337,9027.763902994917
3049257.6256589405,8087.506697958474,500,122,501,3682.04877047,3619.463670646183
1158635.4492900663,5239.460829569924,3,116,3,2847.30110608,0.09868574145
2079137.246268487,5899.0917078317,500,112,501,2212.68378051,2873.1439787632253
2398352.9958932525,6679.305808648481,516,139,516,2570.82985347,3351.760579653231
2338240.0383836413,5634.290972004415,502,120,501,3614.89019743,2571.9120420356326
2357601.587320644,3902.1715911530537,500,113,500,4178.49006197,2451.995038912088
1766803.1392021093,2944.1338664224413,1312,207,1312,2906.82090217,1953.5767188090906
2939903.38231093,1966.8010071131605,3377,239,3352,4920.60318264,3946.0113551979534
2566704.8090316067,2278.2317895063115,1500,126,1452,3802.16919064,4268.975770309677
1666539.2283142393,2043.7423196210464,1000,127,991,2734.90299445,2502.4924433697347
2841530.6066863313,3418.4964494072296,1500,129,1458,4313.67040316,5690.662261299148
2421318.235878372,2676.4301467657356,1000,124,981,4796.55745638,3903.5188465856572
4133314.4280565963,8087.889378176418,5000,134,4972,4641.54900259,10055.202626113585
3411039.88796237,14275.393097067887,8502,115,8473,2804.8561979,9088.588320797246
5383966.775630037,44818.91921103999,12732,120,12683,3454.14864984,13499.489211513519
1007996.1570703419,24357.37628873976,2266,115,2266,1689.24735096,1729.427083736767
784051.2903503738,21739.87493817976,0,115,0,2616.81893849,0.0
1541420.8080673094,16142.725037244438,0,119,0,5691.89028495,0.0
765914.6822615562,13638.715778856369,947,221,947,2613.78038703,110.63423347139133
3881537.3283194406,21562.17146402885,4058,243,4059,3215.58422729,11140.806379358077
937193.3918141944,19047.41467730821,6697,246,6697,2955.69922038,442.02181001623813
1499877.9031990785,16316.557734044614,8168,248,8168,4029.93913702,1300.6856744349468
3783077.3783845217,24053.891794506606,12658,249,12659,2945.69477895,10684.069518443435
1372947.9577971837,23314.917864739367,11992,246,11992,2871.46401404,2133.814723827968
1386900.0099498178,22165.06399493406,7998,253,7998,2982.20338324,1833.08725612469
5061645.656630692,30167.29604916775,9115,248,9115,4561.5134416,12564.677242313692
2125943.0306201056,27420.64472328927,10470,248,10470,5055.15932081,2309.454357854584
4807688.96278356,33944.396712938644,7559,233,7559,5197.46340323,11722.082480224377
1819737.7601124325,31574.73353701021,9438,239,9438,4414.76449435,2045.9958554065586
5094470.464204843,38166.88840034695,8145,247,8145,5327.66272457,11920.679854671745
1547582.663596638,35943.44032272707,7254,232,7254,3734.15056555,1511.5367220801206
4257928.60366129,43427.871601562816,8358,249,8358,3624.78404708,11110.062489450745
2126024.1293937904,41070.359157680025,7349,248,7349,4905.09815335,2548.6203523955046
1120820.9220383964,40031.333446823,9136,234,9136,2974.30835979,1935.7583245679812
4064775.8011326697,45182.32536890333,6337,253,6338,6278.97785152,11430.920201515333
1128614.7884794266,41343.70543101566,9803,238,9803,4541.95739848,703.997739938828
788837.8845381176,38850.07449541819,4025,246,4025,3250.97208959,757.9616123875244
2240711.7143470626,45956.27369942246,3924,242,3924,2162.93584897,9269.850080654278
1041318.9631717798,41487.43668287641,1952,236,1952,4875.15058391,406.97868042894635
2223620.8762375303,45479.22173457587,500,112,500,4008.6354780399997,8001.1991222167135
1048427.7980043984,39750.265693602225,0,116,1,5728.16860528,0.006
2615296.411640184,13792.878848324572,500,116,501,5548.24866593,6830.6807213004795
2230820.925936483,19716.939184565224,500,114,500,2377.8582337,8302.569429135654
902113.227554916,15646.040811990226,0,114,0,4070.35702547,0.0
374010.3612746572,13946.426924855226,0,106,1,1699.12030381,0.0
2173241.687254399,15076.088588881701,500,112,500,4977.6961518,6108.009251456475
817223.6399767075,11153.645142296702,0,112,0,3921.60679484,0.0
